year,county_name,Value
2023,DALLAM,127.4
2023,DEAF SMITH,173.2
2023,HALE,119.0
2023,OCHILTREE,178.0
2023,PARMER,168.6
2023,SHERMAN,194.5
2023,BELL,102.3
2023,COOKE,83.8
2023,DELTA,115.5
2023,ELLIS,92.4
2023,FALLS,115.9
2023,GRAYSON,102.3
2023,HILL,120.7
2023,JOHNSON,96.2
2023,MCLENNAN,107.8
2023,MILAM,95.2
2023,NAVARRO,111.6
2023,WILLIAMSON,101.6
2023,BRAZOS,147.7
2023,TOM GREEN,113.9
2023,UVALDE,114.6
2023,BEE,93.9
2023,BEXAR,93.3
2023,DE WITT,111.1
2023,FAYETTE,93.6
2023,GONZALES,123.9
2023,GUADALUPE,86.0
2023,KARNES,80.2
2023,LAVACA,101.7
2023,MEDINA,126.1
2023,TRAVIS,93.2
2023,NUECES,89.4
2023,SAN PATRICIO,104.1
2023,CALHOUN,131.3
2023,FORT BEND,114.5
2023,JACKSON,114.1
2023,MATAGORDA,128.8
2023,VICTORIA,117.4
2023,WHARTON,131.4
2023,ATASCOSA,130.6
2023,HIDALGO,96.6
2023,WILLACY,78.4
2023,OTHER COUNTIES,130.9
