Year,County,Yield_Bu_Acre,PCT_PLANTED_April,PCT_PLANTED_December,PCT_PLANTED_February,PCT_PLANTED_January,PCT_PLANTED_March,PCT_PLANTED_November,PCT_PLANTED_October,PCT_PLANTED_September
2001,BEXAR,38.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,BEXAR,21.8,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,BURLESON,42.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,BURLESON,31.8,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,BURLESON,35.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,BURLESON,43.3,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,BURLESON,27.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,BURLESON,36.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,BURLESON,21.7,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,CALDWELL,30.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,CALDWELL,15.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,CALDWELL,38.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,CALDWELL,27.1,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,CALDWELL,17.1,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,CALDWELL,38.8,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,CALDWELL,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2004,COLORADO,28.8,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,COLORADO,25.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2007,DE WITT,29.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2005,DE WITT,27.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,DE WITT,31.8,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,DE WITT,30.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2007,GUADALUPE,28.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,GUADALUPE,10.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,GUADALUPE,37.1,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,GUADALUPE,30.1,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,GUADALUPE,35.1,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,GUADALUPE,20.6,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,GUADALUPE,37.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,GUADALUPE,25.3,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,HAYS,18.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,HAYS,10.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,HAYS,20.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,HAYS,30.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,HAYS,26.4,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,HAYS,24.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,HAYS,38.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,HAYS,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,KARNES,13.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,KARNES,32.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,KARNES,31.4,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,KARNES,24.8,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,KARNES,8.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,KARNES,38.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,KARNES,16.5,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,MEDINA,29.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,MEDINA,14.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,MEDINA,27.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,MEDINA,25.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,MEDINA,30.9,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,MEDINA,23.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,MEDINA,38.1,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,MEDINA,27.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,TRAVIS,32.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,TRAVIS,21.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,TRAVIS,15.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,TRAVIS,29.5,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,TRAVIS,32.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,TRAVIS,28.4,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,TRAVIS,35.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,TRAVIS,22.8,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,WASHINGTON,27.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,WASHINGTON,27.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,WASHINGTON,26.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2006,WILSON,22.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,WILSON,24.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,WILSON,23.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,WILSON,26.5,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,WILSON,18.1,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,WILSON,28.1,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,WILSON,24.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,OTHER (COMBINED) COUNTIES,35.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2004,OTHER (COMBINED) COUNTIES,25.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,OTHER (COMBINED) COUNTIES,24.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,OTHER (COMBINED) COUNTIES,0.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2000,OTHER (COMBINED) COUNTIES,28.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,KLEBERG,13.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,KLEBERG,31.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2007,NUECES,43.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,NUECES,10.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2006,OTHER (COMBINED) COUNTIES,29.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,OTHER (COMBINED) COUNTIES,23.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,OTHER (COMBINED) COUNTIES,21.5,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,OTHER (COMBINED) COUNTIES,32.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,OTHER (COMBINED) COUNTIES,22.2,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,OTHER (COMBINED) COUNTIES,40.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,OTHER (COMBINED) COUNTIES,25.6,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2004,BRAZORIA,44.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2002,BRAZORIA,23.1,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,BRAZORIA,42.9,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2001,CALHOUN,0.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2004,CHAMBERS,26.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2002,CHAMBERS,20.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,CHAMBERS,40.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,CHAMBERS,28.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2004,FORT BEND,24.5,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2006,HARRIS,37.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,JACKSON,27.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,JACKSON,30.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2006,LIBERTY,44.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,LIBERTY,15.4,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2001,LIBERTY,44.4,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,VICTORIA,18.3,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,WHARTON,34.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,WHARTON,16.2,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,WHARTON,32.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,WHARTON,20.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,WHARTON,40.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2007,OTHER (COMBINED) COUNTIES,27.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,OTHER (COMBINED) COUNTIES,23.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,OTHER (COMBINED) COUNTIES,36.7,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,OTHER (COMBINED) COUNTIES,26.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,OTHER (COMBINED) COUNTIES,22.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,OTHER (COMBINED) COUNTIES,16.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,OTHER (COMBINED) COUNTIES,20.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,OTHER (COMBINED) COUNTIES,15.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,ATASCOSA,21.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,ATASCOSA,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,ATASCOSA,21.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,ATASCOSA,17.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,ATASCOSA,27.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,ATASCOSA,21.2,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,ATASCOSA,26.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,ATASCOSA,14.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2004,DIMMIT,27.8,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2004,DUVAL,17.5,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2000,DUVAL,15.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,FRIO,19.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,FRIO,23.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,FRIO,33.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,FRIO,29.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,FRIO,21.9,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,FRIO,18.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,FRIO,33.4,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,FRIO,27.9,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,JIM WELLS,23.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,JIM WELLS,48.9,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,JIM WELLS,16.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2001,JIM WELLS,0.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2006,LA SALLE,22.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,LA SALLE,24.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,LA SALLE,30.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2001,LA SALLE,31.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2005,LIVE OAK,16.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,LIVE OAK,19.1,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,LIVE OAK,18.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,LIVE OAK,5.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,LIVE OAK,18.2,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,LIVE OAK,14.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2004,MCMULLEN,24.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,MCMULLEN,10.5,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,MCMULLEN,8.6,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,MCMULLEN,23.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,MCMULLEN,14.3,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,ZAVALA,26.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,ZAVALA,24.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,ZAVALA,30.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,ZAVALA,32.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,ZAVALA,25.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,ZAVALA,12.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,ZAVALA,27.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,ZAVALA,14.4,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2007,OTHER (COMBINED) COUNTIES,30.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,OTHER (COMBINED) COUNTIES,24.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2004,OTHER (COMBINED) COUNTIES,25.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,OTHER (COMBINED) COUNTIES,0.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,OTHER (COMBINED) COUNTIES,10.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2000,OTHER (COMBINED) COUNTIES,28.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,WILLACY,24.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2019,OTHER (COMBINED) COUNTIES,36.1,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,OTHER (COMBINED) COUNTIES,33.8,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,OTHER (COMBINED) COUNTIES,29.8,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,OTHER (COMBINED) COUNTIES,40.4,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,OTHER (COMBINED) COUNTIES,42.6,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,OTHER (COMBINED) COUNTIES,32.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,OTHER (COMBINED) COUNTIES,27.7,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,OTHER (COMBINED) COUNTIES,36.4,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2025,ARMSTRONG,35.6,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,ARMSTRONG,21.5,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,ARMSTRONG,19.6,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,ARMSTRONG,28.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,ARMSTRONG,23.6,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,ARMSTRONG,34.7,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,ARMSTRONG,19.3,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,ARMSTRONG,30.0,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,ARMSTRONG,25.9,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,ARMSTRONG,25.3,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,ARMSTRONG,13.8,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,ARMSTRONG,8.6,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,ARMSTRONG,16.6,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,ARMSTRONG,16.0,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,ARMSTRONG,35.7,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,ARMSTRONG,17.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,ARMSTRONG,15.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,ARMSTRONG,41.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,ARMSTRONG,19.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,ARMSTRONG,23.4,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,ARMSTRONG,28.3,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,ARMSTRONG,16.8,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,ARMSTRONG,19.2,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,ARMSTRONG,35.6,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,ARMSTRONG,20.6,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2020,BRISCOE,16.4,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,BRISCOE,18.3,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,BRISCOE,14.2,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,BRISCOE,22.6,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,BRISCOE,16.1,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,BRISCOE,17.8,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2013,BRISCOE,11.2,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,BRISCOE,13.7,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,BRISCOE,16.7,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,BRISCOE,28.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,BRISCOE,16.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,BRISCOE,22.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,BRISCOE,33.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,BRISCOE,14.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,BRISCOE,26.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,BRISCOE,20.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,BRISCOE,14.2,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,BRISCOE,18.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,BRISCOE,25.5,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,BRISCOE,15.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2025,CARSON,51.8,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,CARSON,45.6,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,CARSON,24.1,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,CARSON,45.2,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,CARSON,28.9,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,CARSON,34.9,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,CARSON,20.0,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,CARSON,31.1,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,CARSON,26.6,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,CARSON,28.9,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,CARSON,24.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,CARSON,17.8,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,CARSON,29.7,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,CARSON,18.6,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,CARSON,39.5,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,CARSON,23.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,CARSON,19.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,CARSON,46.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,CARSON,16.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,CARSON,34.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,CARSON,27.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,CARSON,26.5,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,CARSON,15.8,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,CARSON,39.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,CARSON,17.5,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2021,CASTRO,42.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,CASTRO,29.8,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2018,CASTRO,38.1,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2015,CASTRO,33.2,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2011,CASTRO,25.9,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,CASTRO,35.6,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,CASTRO,49.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,CASTRO,45.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,CASTRO,45.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,CASTRO,38.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,CASTRO,42.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,CASTRO,46.1,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,CASTRO,54.4,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,CASTRO,41.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,CASTRO,41.8,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,CASTRO,33.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2025,DALLAM,54.5,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,DALLAM,35.5,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,DALLAM,40.6,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,DALLAM,51.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
