Year,County,Yield_Bu_Acre,PCT_PLANTED_April,PCT_PLANTED_December,PCT_PLANTED_February,PCT_PLANTED_January,PCT_PLANTED_March,PCT_PLANTED_November,PCT_PLANTED_October,PCT_PLANTED_September
2015,DONLEY,15.4,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,DONLEY,11.6,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,DONLEY,28.7,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,DONLEY,21.8,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,DONLEY,22.0,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,DONLEY,25.9,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2008,DONLEY,25.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,DONLEY,36.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,DONLEY,18.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,DONLEY,30.4,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,DONLEY,29.1,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,DONLEY,26.2,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,DONLEY,29.8,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,DONLEY,31.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,DONLEY,24.8,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2025,FOARD,22.5,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,FOARD,32.8,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2021,FOARD,27.7,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,FOARD,20.1,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,FOARD,30.9,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,FOARD,20.5,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2016,FOARD,24.9,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,FOARD,26.5,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,FOARD,20.4,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,FOARD,17.0,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,FOARD,14.2,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,FOARD,16.7,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,FOARD,23.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,FOARD,18.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,FOARD,23.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,FOARD,35.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,FOARD,14.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,FOARD,29.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,FOARD,22.5,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,FOARD,29.3,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,FOARD,27.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,FOARD,30.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,FOARD,23.9,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2006,GARZA,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,GARZA,15.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,GARZA,29.2,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,GARZA,15.3,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,GARZA,22.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,GARZA,24.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,GARZA,23.3,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2017,HALL,22.4,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2012,HALL,15.1,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,HALL,10.8,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,HALL,25.5,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,HALL,23.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2007,HALL,44.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,HALL,12.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,HALL,18.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,HALL,27.8,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,HALL,13.3,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,HALL,23.1,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,HALL,27.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,HALL,17.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2023,HARDEMAN,20.7,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2021,HARDEMAN,27.1,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,HARDEMAN,17.1,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,HARDEMAN,32.8,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,HARDEMAN,16.9,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,HARDEMAN,20.4,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,HARDEMAN,27.2,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,HARDEMAN,19.9,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,HARDEMAN,11.6,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,HARDEMAN,14.7,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,HARDEMAN,20.5,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,HARDEMAN,15.2,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,HARDEMAN,29.1,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,HARDEMAN,12.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,HARDEMAN,27.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,HARDEMAN,31.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,HARDEMAN,17.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,HARDEMAN,22.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,HARDEMAN,23.6,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,HARDEMAN,25.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,HARDEMAN,24.5,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,HARDEMAN,21.4,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,HARDEMAN,21.6,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2017,KENT,18.9,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,KENT,19.7,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,KENT,26.5,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2008,KENT,16.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,KENT,27.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,KENT,15.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,KENT,26.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,KENT,18.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,KENT,12.9,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,KENT,18.6,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,KENT,25.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,KENT,23.5,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2010,KING,24.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2007,KING,30.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,KING,14.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,KING,22.7,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,KING,23.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,KING,11.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,KING,20.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,KING,22.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,KING,23.5,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2010,MOTLEY,14.8,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2006,MOTLEY,21.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,MOTLEY,15.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,MOTLEY,35.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,MOTLEY,13.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,MOTLEY,15.4,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,MOTLEY,36.0,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,MOTLEY,24.7,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2017,WHEELER,27.6,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,WHEELER,16.5,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,WHEELER,23.6,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,WHEELER,14.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,WHEELER,14.6,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,WHEELER,26.5,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,WHEELER,12.4,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,WHEELER,28.5,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,WHEELER,19.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,WHEELER,21.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,WHEELER,26.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,WHEELER,12.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,WHEELER,24.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,WHEELER,22.1,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,WHEELER,21.0,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,WHEELER,12.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,WHEELER,19.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,WHEELER,18.7,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2023,WICHITA,45.8,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,WICHITA,17.4,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,WICHITA,42.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,WICHITA,19.8,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,WICHITA,33.0,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,WICHITA,32.3,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,WICHITA,20.7,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,WICHITA,23.2,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,WICHITA,26.6,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,WICHITA,10.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,WICHITA,15.2,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,WICHITA,40.6,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,WICHITA,9.7,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,WICHITA,26.7,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,WICHITA,12.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,WICHITA,35.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,WICHITA,30.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,WICHITA,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,WICHITA,34.6,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,WICHITA,32.2,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,WICHITA,26.5,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,WICHITA,29.8,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,WICHITA,29.1,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,WICHITA,23.6,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2025,WILBARGER,33.7,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,WILBARGER,41.0,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,WILBARGER,15.4,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,WILBARGER,34.5,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,WILBARGER,25.3,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,WILBARGER,35.5,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2017,WILBARGER,26.4,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,WILBARGER,31.9,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,WILBARGER,25.3,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2013,WILBARGER,15.9,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,WILBARGER,29.1,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,WILBARGER,15.2,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,WILBARGER,34.1,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,WILBARGER,13.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,WILBARGER,35.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,WILBARGER,32.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,WILBARGER,14.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,WILBARGER,31.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,WILBARGER,32.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,WILBARGER,29.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,WILBARGER,27.7,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,WILBARGER,25.3,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,WILBARGER,24.6,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2019,OTHER (COMBINED) COUNTIES,28.0,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,OTHER (COMBINED) COUNTIES,25.6,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,OTHER (COMBINED) COUNTIES,22.2,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,OTHER (COMBINED) COUNTIES,24.1,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,OTHER (COMBINED) COUNTIES,20.0,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,OTHER (COMBINED) COUNTIES,13.0,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,OTHER (COMBINED) COUNTIES,22.0,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,OTHER (COMBINED) COUNTIES,25.2,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,OTHER (COMBINED) COUNTIES,14.7,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2023,BAYLOR,36.5,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2022,BAYLOR,22.2,2022.0,2022.0,2022.0,2022.0,2022.0,96.0,79.0,37.0
2021,BAYLOR,29.1,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,BAYLOR,28.9,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,BAYLOR,22.1,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,BAYLOR,27.3,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,BAYLOR,20.0,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,BAYLOR,22.1,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2014,BAYLOR,16.5,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,BAYLOR,20.5,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,BAYLOR,25.8,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,BAYLOR,11.3,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,BAYLOR,27.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,BAYLOR,11.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,BAYLOR,23.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,BAYLOR,27.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,BAYLOR,20.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,BAYLOR,25.3,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,BAYLOR,29.0,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,BAYLOR,24.5,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,BAYLOR,33.2,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,BAYLOR,23.8,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,BAYLOR,27.4,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2021,COLEMAN,21.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,COLEMAN,29.0,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,COLEMAN,22.7,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,COLEMAN,20.5,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,COLEMAN,17.0,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,COLEMAN,22.3,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,COLEMAN,22.3,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,COLEMAN,13.2,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,COLEMAN,20.5,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,COLEMAN,29.6,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,COLEMAN,12.0,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,COLEMAN,23.0,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,COLEMAN,12.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,COLEMAN,19.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,COLEMAN,18.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,COLEMAN,19.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,COLEMAN,23.0,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,COLEMAN,24.9,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,COLEMAN,17.6,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,COLEMAN,20.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,COLEMAN,26.9,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,COLEMAN,21.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2021,FISHER,24.6,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,FISHER,25.5,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,FISHER,26.8,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,FISHER,17.5,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2013,FISHER,18.3,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2011,FISHER,8.6,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,FISHER,27.4,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,FISHER,22.0,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,FISHER,16.5,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,FISHER,28.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,FISHER,16.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,FISHER,16.5,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,FISHER,20.4,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,FISHER,13.2,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,FISHER,18.9,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,FISHER,26.1,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,FISHER,24.0,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2025,HASKELL,23.5,2025.0,2025.0,2025.0,2025.0,2025.0,93.0,70.0,43.0
2023,HASKELL,25.8,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2021,HASKELL,32.3,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,HASKELL,28.2,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,HASKELL,29.7,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2017,HASKELL,18.4,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,HASKELL,23.5,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,HASKELL,19.1,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,HASKELL,15.7,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
2013,HASKELL,17.2,2013.0,2013.0,2013.0,2013.0,2013.0,91.0,82.0,43.0
2012,HASKELL,21.9,2012.0,2012.0,2012.0,2012.0,2012.0,88.0,74.0,14.0
2011,HASKELL,20.6,2011.0,2011.0,2011.0,2011.0,2011.0,89.0,85.0,36.0
2010,HASKELL,25.7,2010.0,2010.0,2010.0,2010.0,2010.0,94.0,75.0,40.0
2009,HASKELL,18.5,2009.0,2009.0,2009.0,2009.0,2009.0,94.0,81.0,42.0
2008,HASKELL,21.0,2008.0,2008.0,2008.0,2008.0,2008.0,89.0,80.0,30.0
2007,HASKELL,24.0,2007.0,2007.0,2007.0,2007.0,2007.0,92.0,84.0,41.0
2006,HASKELL,18.0,2006.0,2006.0,2006.0,2006.0,2006.0,88.0,84.0,41.0
2005,HASKELL,22.2,2005.0,2005.0,2005.0,2005.0,2005.0,91.0,83.0,61.0
2004,HASKELL,24.7,2004.0,2004.0,2004.0,2004.0,2004.0,91.0,84.0,55.0
2003,HASKELL,19.7,2003.0,2003.0,2003.0,2003.0,2003.0,93.0,83.0,52.0
2002,HASKELL,23.0,2002.0,2002.0,2002.0,2002.0,2002.0,95.0,87.0,59.0
2001,HASKELL,27.7,2001.0,2001.0,2001.0,2001.0,2001.0,87.0,70.0,22.0
2000,HASKELL,17.7,2000.0,2000.0,2000.0,2000.0,2000.0,92.0,77.0,40.0
2023,JONES,35.2,2023.0,2023.0,100.0,100.0,100.0,98.0,84.0,44.0
2021,JONES,33.2,1.0,1.0,1.0,1.0,1.0,95.0,71.0,31.0
2020,JONES,30.0,2020.0,93.0,93.0,93.0,93.0,87.0,74.0,34.0
2019,JONES,24.8,2019.0,2019.0,2019.0,2019.0,2019.0,90.0,67.0,42.0
2018,JONES,17.3,2018.0,2018.0,2018.0,2018.0,2018.0,92.0,79.0,33.0
2017,JONES,19.8,2017.0,2017.0,2017.0,2017.0,2017.0,93.0,75.0,30.0
2016,JONES,21.4,2016.0,2016.0,2016.0,2016.0,2016.0,89.0,67.0,24.0
2015,JONES,21.5,2015.0,2015.0,2015.0,2015.0,2015.0,92.0,77.0,41.0
2014,JONES,14.9,2014.0,2014.0,2014.0,2014.0,2014.0,89.0,75.0,42.0
