Year,County,Yield_Lbs_Acre,PCT_PLANTED_April,PCT_PLANTED_June,PCT_PLANTED_May
2015,MEDINA,1639,9.0,97.0,46.0
2014,MEDINA,1708,15.0,99.0,49.0
2013,MEDINA,1712,14.0,95.0,49.0
2012,MEDINA,1347,25.0,95.0,64.0
2010,MEDINA,1308,15.0,93.0,73.0
2007,MEDINA,1200,20.0,95.0,55.0
2006,MEDINA,1393,24.0,95.0,73.0
2005,MEDINA,1347,21.0,94.0,70.0
2004,MEDINA,1328,21.0,89.0,74.0
2003,MEDINA,1396,20.0,87.0,57.0
2002,MEDINA,1217,18.0,87.0,66.0
2005,WILSON,1248,21.0,94.0,70.0
2009,SAN PATRICIO,692,19.0,93.0,74.0
2007,SAN PATRICIO,837,20.0,95.0,55.0
2006,SAN PATRICIO,1033,24.0,95.0,73.0
2005,SAN PATRICIO,1038,21.0,94.0,70.0
2004,SAN PATRICIO,812,21.0,89.0,74.0
2003,SAN PATRICIO,1029,20.0,87.0,57.0
2002,SAN PATRICIO,1371,18.0,87.0,66.0
2001,SAN PATRICIO,1234,17.0,89.0,64.0
2000,SAN PATRICIO,960,18.0,86.0,65.0
2011,FORT BEND,640,14.0,94.0,65.0
2001,VICTORIA,720,17.0,89.0,64.0
2018,WHARTON,1068,15.0,95.0,51.0
2014,WHARTON,1455,15.0,99.0,49.0
2011,WHARTON,998,14.0,94.0,65.0
2010,WHARTON,864,15.0,93.0,73.0
2009,WHARTON,1034,19.0,93.0,74.0
2006,WHARTON,1147,24.0,95.0,73.0
2005,WHARTON,853,21.0,94.0,70.0
2003,WHARTON,745,20.0,87.0,57.0
2002,WHARTON,868,18.0,87.0,66.0
2001,WHARTON,912,17.0,89.0,64.0
2000,WHARTON,780,18.0,86.0,65.0
2005,ATASCOSA,1059,21.0,94.0,70.0
2004,FRIO,1076,21.0,89.0,74.0
2002,FRIO,1008,18.0,87.0,66.0
2006,ZAVALA,1171,24.0,95.0,73.0
2003,ZAVALA,982,20.0,87.0,57.0
2002,ZAVALA,915,18.0,87.0,66.0
2001,ZAVALA,857,17.0,89.0,64.0
2000,ZAVALA,672,18.0,86.0,65.0
2018,CAMERON,1104,15.0,95.0,51.0
2017,CAMERON,1076,13.0,97.0,52.0
2016,CAMERON,1271,11.0,98.0,44.0
2014,CAMERON,1386,15.0,99.0,49.0
2013,CAMERON,1121,14.0,95.0,49.0
2012,CAMERON,1080,25.0,95.0,64.0
2011,CAMERON,976,14.0,94.0,65.0
2010,CAMERON,836,15.0,93.0,73.0
2009,CAMERON,831,19.0,93.0,74.0
2007,CAMERON,707,20.0,95.0,55.0
2006,CAMERON,839,24.0,95.0,73.0
2005,CAMERON,812,21.0,94.0,70.0
2004,CAMERON,816,21.0,89.0,74.0
2003,CAMERON,644,20.0,87.0,57.0
2002,CAMERON,554,18.0,87.0,66.0
2001,CAMERON,617,17.0,89.0,64.0
2000,CAMERON,580,18.0,86.0,65.0
2018,HIDALGO,1150,15.0,95.0,51.0
2017,HIDALGO,1414,13.0,97.0,52.0
2015,HIDALGO,1120,9.0,97.0,46.0
2012,HIDALGO,1199,25.0,95.0,64.0
2010,HIDALGO,1009,15.0,93.0,73.0
2007,HIDALGO,907,20.0,95.0,55.0
2004,HIDALGO,922,21.0,89.0,74.0
2002,HIDALGO,744,18.0,87.0,66.0
2001,HIDALGO,780,17.0,89.0,64.0
2000,HIDALGO,706,18.0,86.0,65.0
2004,STARR,570,21.0,89.0,74.0
2002,STARR,706,18.0,87.0,66.0
2014,WILLACY,1187,15.0,99.0,49.0
2010,WILLACY,1108,15.0,93.0,73.0
2007,WILLACY,554,20.0,95.0,55.0
2005,WILLACY,1060,21.0,94.0,70.0
2004,WILLACY,995,21.0,89.0,74.0
2003,WILLACY,692,20.0,87.0,57.0
2002,WILLACY,525,18.0,87.0,66.0
2001,WILLACY,732,17.0,89.0,64.0
2000,WILLACY,431,18.0,86.0,65.0
