year,county_name,Value
2017,OTHER (COMBINED) COUNTIES,198.6
2017,ARMSTRONG,150.9
2017,BRISCOE,176.5
2017,CARSON,187.8
2017,CASTRO,207.4
2017,DALLAM,207.6
2017,DEAF SMITH,203.3
2017,FLOYD,183.5
2017,GRAY,201.6
2017,HALE,178.7
2017,HANSFORD,205.1
2017,HUTCHINSON,211.0
2017,MOORE,211.7
2017,OCHILTREE,190.7
2017,RANDALL,136.4
2017,ROBERTS,217.4
2017,SHERMAN,220.9
2017,OTHER (COMBINED) COUNTIES,120.5
2017,COCHRAN,101.6
2017,LAMB,163.2
2017,OTHER (COMBINED) COUNTIES,136.5
2017,OTHER (COMBINED) COUNTIES,130.1
2017,COLEMAN,100.5
2017,OTHER (COMBINED) COUNTIES,105.4
2017,BELL,103.5
2017,COLLIN,110.6
2017,ELLIS,119.2
2017,FALLS,107.1
2017,FANNIN,133.0
2017,GRAYSON,93.2
2017,HILL,107.0
2017,HUNT,113.7
2017,LAMAR,129.4
2017,LIMESTONE,94.8
2017,MCLENNAN,102.0
2017,MILAM,97.1
2017,NAVARRO,105.3
2017,WILLIAMSON,94.3
2017,OTHER (COMBINED) COUNTIES,122.9
2017,TOM GREEN,141.0
2017,UVALDE,156.0
2017,OTHER (COMBINED) COUNTIES,104.0
2017,BEE,93.6
2017,BEXAR,91.7
2017,BURLESON,124.7
2017,CALDWELL,98.7
2017,COLORADO,108.3
2017,FAYETTE,88.9
2017,GONZALES,101.5
2017,GUADALUPE,75.4
2017,HAYS,99.8
2017,KARNES,84.5
2017,LAVACA,92.4
2017,MEDINA,124.7
2017,TRAVIS,91.0
2017,WILSON,116.4
2017,OTHER (COMBINED) COUNTIES,93.0
2017,KLEBERG,88.7
2017,NUECES,87.7
2017,SAN PATRICIO,92.2
2017,OTHER (COMBINED) COUNTIES,109.6
2017,CALHOUN,115.6
2017,FORT BEND,118.1
2017,JACKSON,107.9
2017,MATAGORDA,106.0
2017,VICTORIA,112.7
2017,WHARTON,120.0
2017,OTHER (COMBINED) COUNTIES,100.0
2017,FRIO,150.0
2017,OTHER (COMBINED) COUNTIES,100.6
2017,HIDALGO,96.9
2017,WILLACY,99.3
2017,OTHER (COMBINED) COUNTIES,209.6
2017,DALLAM,211.3
2017,OTHER (COMBINED) COUNTIES,147.2
2017,LAMB,172.6
2017,OTHER (COMBINED) COUNTIES,137.6
2017,LAMAR,171.0
2017,MILAM,143.2
2017,OTHER (COMBINED) COUNTIES,159.4
2017,UVALDE,171.5
2017,OTHER (COMBINED) COUNTIES,142.2
2017,BEXAR,145.3
2017,COLORADO,148.0
2017,MEDINA,151.5
2017,OTHER (COMBINED) COUNTIES,135.8
2017,WHARTON,121.9
2017,OTHER (COMBINED) COUNTIES,153.9
2017,OTHER (COMBINED) COUNTIES,104.4
2017,HIDALGO,112.8
2017,WILLACY,106.4
2017,OTHER (COMBINED) COUNTIES,83.0
2017,DALLAM,80.0
2017,OTHER (COMBINED) COUNTIES,81.3
2017,LAMB,82.4
2017,OTHER (COMBINED) COUNTIES,104.4
2017,COLLIN,110.6
2017,GRAYSON,93.2
2017,LAMAR,122.2
2017,MILAM,94.3
2017,NAVARRO,105.3
2017,OTHER (COMBINED) COUNTIES,93.3
2017,UVALDE,94.7
2017,OTHER (COMBINED) COUNTIES,89.1
2017,BEXAR,77.1
2017,CALDWELL,98.7
2017,COLORADO,104.2
2017,LAVACA,92.4
2017,MEDINA,103.1
2017,OTHER (COMBINED) COUNTIES,109.2
2017,WHARTON,119.8
2017,OTHER (COMBINED) COUNTIES,91.4
2017,OTHER (COMBINED) COUNTIES,89.1
2017,HIDALGO,73.0
2017,WILLACY,96.8
