year,county_name,Value
2021,CARSON,220.4
2021,DALLAM,149.3
2021,DEAF SMITH,194.7
2021,GRAY,213.7
2021,HALE,143.3
2021,HARTLEY,178.6
2021,HUTCHINSON,219.5
2021,LIPSCOMB,174.8
2021,MOORE,217.0
2021,OCHILTREE,226.2
2021,SHERMAN,209.6
2021,SWISHER,188.0
2021,GLASSCOCK,171.4
2021,COLEMAN,52.4
2021,BELL,109.1
2021,COLLIN,54.4
2021,ELLIS,70.8
2021,FALLS,94.3
2021,GRAYSON,66.2
2021,HILL,97.2
2021,HUNT,49.8
2021,JOHNSON,57.4
2021,LAMAR,64.3
2021,MCLENNAN,120.7
2021,MILAM,111.9
2021,NAVARRO,90.6
2021,WILLIAMSON,98.2
2021,WALLER,94.1
2021,GILLESPIE,76.5
2021,TOM GREEN,110.0
2021,UVALDE,105.9
2021,AUSTIN,88.0
2021,BEXAR,73.9
2021,BURLESON,130.1
2021,CALDWELL,90.9
2021,COLORADO,84.4
2021,DE WITT,106.2
2021,FAYETTE,101.9
2021,GOLIAD,66.5
2021,GONZALES,95.6
2021,GUADALUPE,94.0
2021,HAYS,92.0
2021,LAVACA,78.7
2021,LEE,86.0
2021,MEDINA,80.0
2021,TRAVIS,78.0
2021,NUECES,74.7
2021,SAN PATRICIO,89.6
2021,FORT BEND,131.6
2021,JACKSON,116.2
2021,MATAGORDA,104.0
2021,VICTORIA,99.6
2021,WHARTON,138.1
2021,FRIO,147.7
2021,HIDALGO,103.2
2021,WILLACY,90.9
2021,OTHER COUNTIES,126.2
