Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2011,CAMERON,755,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,CAMERON,735,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,CAMERON,726,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,CAMERON,424,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,CAMERON,661,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,CAMERON,636,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,CAMERON,542,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,CAMERON,725,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,CAMERON,568,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,CAMERON,486,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,CAMERON,517,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,CAMERON,628,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,HIDALGO,518,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,HIDALGO,715,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,HIDALGO,1022,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,HIDALGO,958,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2019,HIDALGO,1151,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,HIDALGO,990,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,HIDALGO,1254,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2016,HIDALGO,1310,LB / ACRE,11.0,11.0,98.0,2.0,44.0
2015,HIDALGO,1089,LB / ACRE,9.0,100.0,97.0,0.0,46.0
2012,HIDALGO,1097,LB / ACRE,25.0,25.0,95.0,95.0,64.0
2010,HIDALGO,979,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2008,HIDALGO,443,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,HIDALGO,800,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,HIDALGO,812,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,HIDALGO,734,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,HIDALGO,874,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,HIDALGO,655,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,HIDALGO,688,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,HIDALGO,693,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,HIDALGO,646,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2019,STARR,522,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,STARR,684,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,STARR,944,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2006,STARR,0,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,STARR,624,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,STARR,677,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,STARR,831,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,STARR,576,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,STARR,609,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,STARR,267,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,WILLACY,697,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,WILLACY,679,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,WILLACY,724,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,WILLACY,833,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,WILLACY,701,LB / ACRE,18.0,18.0,95.0,5.0,63.0
2019,WILLACY,787,LB / ACRE,13.0,13.0,95.0,7.0,48.0
2018,WILLACY,836,LB / ACRE,15.0,15.0,95.0,8.0,51.0
2017,WILLACY,853,LB / ACRE,13.0,13.0,97.0,3.0,52.0
2014,WILLACY,815,LB / ACRE,15.0,100.0,99.0,99.0,49.0
2013,WILLACY,405,LB / ACRE,14.0,14.0,95.0,95.0,49.0
2011,WILLACY,594,LB / ACRE,14.0,14.0,94.0,94.0,65.0
2010,WILLACY,812,LB / ACRE,15.0,15.0,93.0,93.0,73.0
2009,WILLACY,381,LB / ACRE,19.0,19.0,93.0,93.0,74.0
2008,WILLACY,320,LB / ACRE,21.0,21.0,94.0,94.0,56.0
2007,WILLACY,592,LB / ACRE,20.0,20.0,95.0,95.0,55.0
2006,WILLACY,532,LB / ACRE,24.0,24.0,95.0,95.0,73.0
2005,WILLACY,442,LB / ACRE,21.0,21.0,94.0,94.0,70.0
2004,WILLACY,850,LB / ACRE,21.0,21.0,89.0,89.0,74.0
2003,WILLACY,597,LB / ACRE,20.0,20.0,87.0,87.0,57.0
2002,WILLACY,382,LB / ACRE,18.0,18.0,87.0,8.0,66.0
2001,WILLACY,328,LB / ACRE,17.0,17.0,89.0,89.0,64.0
2000,WILLACY,610,LB / ACRE,18.0,18.0,86.0,86.0,65.0
2024,OTHER COUNTIES,664,LB / ACRE,18.0,100.0,96.0,5.0,50.0
2023,OTHER COUNTIES,601,LB / ACRE,20.0,100.0,93.0,93.0,50.0
2022,OTHER COUNTIES,667,LB / ACRE,19.0,19.0,96.0,96.0,60.0
2021,OTHER COUNTIES,737,LB / ACRE,17.0,17.0,96.0,6.0,54.0
2020,OTHER COUNTIES,787,LB / ACRE,18.0,18.0,95.0,5.0,63.0
