Year,County,Yield_Lbs_Acre,PCT_PLANTED_April,PCT_PLANTED_June,PCT_PLANTED_May
2006,SCURRY,200,24.0,95.0,73.0
2005,SCURRY,597,21.0,94.0,70.0
2004,SCURRY,442,21.0,89.0,74.0
2001,SCURRY,179,17.0,89.0,64.0
2016,STONEWALL,391,11.0,98.0,44.0
2006,STONEWALL,131,24.0,95.0,73.0
2004,STONEWALL,360,21.0,89.0,74.0
2003,STONEWALL,163,20.0,87.0,57.0
2002,STONEWALL,404,18.0,87.0,66.0
2015,TAYLOR,323,9.0,97.0,46.0
2004,TAYLOR,421,21.0,89.0,74.0
2000,TAYLOR,139,18.0,86.0,65.0
2002,BROWN,240,18.0,87.0,66.0
2001,BROWN,192,17.0,89.0,64.0
2000,BROWN,288,18.0,86.0,65.0
2001,CLAY,144,17.0,89.0,64.0
2000,CLAY,288,18.0,86.0,65.0
2007,SHACKELFORD,789,20.0,95.0,55.0
2006,SHACKELFORD,360,24.0,95.0,73.0
2004,SHACKELFORD,800,21.0,89.0,74.0
2003,SHACKELFORD,240,20.0,87.0,57.0
2002,SHACKELFORD,360,18.0,87.0,66.0
2001,SHACKELFORD,260,17.0,89.0,64.0
2000,SHACKELFORD,267,18.0,86.0,65.0
2007,THROCKMORTON,343,20.0,95.0,55.0
2006,THROCKMORTON,240,24.0,95.0,73.0
2004,THROCKMORTON,452,21.0,89.0,74.0
2003,THROCKMORTON,230,20.0,87.0,57.0
2002,THROCKMORTON,320,18.0,87.0,66.0
2001,THROCKMORTON,154,17.0,89.0,64.0
2000,THROCKMORTON,288,18.0,86.0,65.0
2006,YOUNG,185,24.0,95.0,73.0
2004,YOUNG,400,21.0,89.0,74.0
2003,YOUNG,240,20.0,87.0,57.0
2000,YOUNG,320,18.0,86.0,65.0
2016,BELL,493,11.0,98.0,44.0
2006,BELL,499,24.0,95.0,73.0
2005,BELL,674,21.0,94.0,70.0
2004,BELL,684,21.0,89.0,74.0
2003,BELL,409,20.0,87.0,57.0
2001,BELL,416,17.0,89.0,64.0
2000,BELL,578,18.0,86.0,65.0
2017,BOSQUE,490,13.0,97.0,52.0
2006,COLLIN,300,24.0,95.0,73.0
2004,COLLIN,608,21.0,89.0,74.0
2003,COLLIN,432,20.0,87.0,57.0
2002,COLLIN,587,18.0,87.0,66.0
2001,COLLIN,360,17.0,89.0,64.0
2000,COLLIN,394,18.0,86.0,65.0
2006,DALLAS,311,24.0,95.0,73.0
2006,DELTA,103,24.0,95.0,73.0
2005,DELTA,288,21.0,94.0,70.0
2004,DELTA,554,21.0,89.0,74.0
2003,DELTA,480,20.0,87.0,57.0
2002,DELTA,640,18.0,87.0,66.0
2001,DELTA,440,17.0,89.0,64.0
2000,DELTA,206,18.0,86.0,65.0
2017,ELLIS,716,13.0,97.0,52.0
2015,ELLIS,414,9.0,97.0,46.0
2014,ELLIS,716,15.0,99.0,49.0
2012,ELLIS,638,25.0,95.0,64.0
2007,ELLIS,579,20.0,95.0,55.0
2006,ELLIS,380,24.0,95.0,73.0
2005,ELLIS,566,21.0,94.0,70.0
2004,ELLIS,637,21.0,89.0,74.0
2003,ELLIS,471,20.0,87.0,57.0
2002,ELLIS,624,18.0,87.0,66.0
2001,ELLIS,441,17.0,89.0,64.0
2000,ELLIS,288,18.0,86.0,65.0
2006,FALLS,506,24.0,95.0,73.0
2005,FALLS,593,21.0,94.0,70.0
2016,HILL,470,11.0,98.0,44.0
2015,HILL,476,9.0,97.0,46.0
2012,HILL,700,25.0,95.0,64.0
2007,HILL,743,20.0,95.0,55.0
2006,HILL,439,24.0,95.0,73.0
2005,HILL,618,21.0,94.0,70.0
2004,HILL,743,21.0,89.0,74.0
2003,HILL,539,20.0,87.0,57.0
2002,HILL,744,18.0,87.0,66.0
2001,HILL,361,17.0,89.0,64.0
2000,HILL,283,18.0,86.0,65.0
2006,HUNT,105,24.0,95.0,73.0
2005,HUNT,314,21.0,94.0,70.0
2004,HUNT,516,21.0,89.0,74.0
2003,HUNT,360,20.0,87.0,57.0
2002,HUNT,518,18.0,87.0,66.0
2001,HUNT,452,17.0,89.0,64.0
2000,HUNT,173,18.0,86.0,65.0
2007,LAMAR,900,20.0,95.0,55.0
2006,LAMAR,258,24.0,95.0,73.0
2005,LAMAR,406,21.0,94.0,70.0
2004,LAMAR,655,21.0,89.0,74.0
2003,LAMAR,480,20.0,87.0,57.0
2001,LAMAR,364,17.0,89.0,64.0
2000,LAMAR,480,18.0,86.0,65.0
2012,LIMESTONE,819,25.0,95.0,64.0
2007,LIMESTONE,640,20.0,95.0,55.0
2006,LIMESTONE,517,24.0,95.0,73.0
2005,LIMESTONE,610,21.0,94.0,70.0
2004,LIMESTONE,511,21.0,89.0,74.0
2003,LIMESTONE,377,20.0,87.0,57.0
2002,LIMESTONE,446,18.0,87.0,66.0
2001,LIMESTONE,400,17.0,89.0,64.0
2000,LIMESTONE,199,18.0,86.0,65.0
2004,MCLENNAN,617,21.0,89.0,74.0
2000,MCLENNAN,419,18.0,86.0,65.0
2014,MILAM,1023,15.0,99.0,49.0
2005,MILAM,643,21.0,94.0,70.0
2017,NAVARRO,736,13.0,97.0,52.0
2016,NAVARRO,541,11.0,98.0,44.0
2015,NAVARRO,521,9.0,97.0,46.0
2014,NAVARRO,705,15.0,99.0,49.0
2007,NAVARRO,672,20.0,95.0,55.0
2006,NAVARRO,377,24.0,95.0,73.0
2005,NAVARRO,629,21.0,94.0,70.0
2004,NAVARRO,514,21.0,89.0,74.0
2003,NAVARRO,454,20.0,87.0,57.0
2002,NAVARRO,745,18.0,87.0,66.0
2001,NAVARRO,339,17.0,89.0,64.0
2000,NAVARRO,329,18.0,86.0,65.0
2016,WILLIAMSON,489,11.0,98.0,44.0
2007,WILLIAMSON,731,20.0,95.0,55.0
2006,WILLIAMSON,636,24.0,95.0,73.0
2005,WILLIAMSON,541,21.0,94.0,70.0
2004,WILLIAMSON,761,21.0,89.0,74.0
2003,WILLIAMSON,543,20.0,87.0,57.0
2002,WILLIAMSON,608,18.0,87.0,66.0
2001,WILLIAMSON,508,17.0,89.0,64.0
2000,WILLIAMSON,367,18.0,86.0,65.0
2003,ANDERSON,517,20.0,87.0,57.0
2004,HOUSTON,549,21.0,89.0,74.0
2002,HOUSTON,624,18.0,87.0,66.0
2004,RED RIVER,545,21.0,89.0,74.0
2002,RED RIVER,704,18.0,87.0,66.0
2000,RED RIVER,320,18.0,86.0,65.0
2010,BRAZOS,678,15.0,93.0,73.0
2006,BRAZOS,797,24.0,95.0,73.0
2005,BRAZOS,759,21.0,94.0,70.0
2004,BRAZOS,792,21.0,89.0,74.0
2003,BRAZOS,560,20.0,87.0,57.0
2002,BRAZOS,617,18.0,87.0,66.0
2001,BRAZOS,480,17.0,89.0,64.0
2000,BRAZOS,304,18.0,86.0,65.0
2008,ROBERTSON,240,21.0,94.0,56.0
2007,ROBERTSON,1080,20.0,95.0,55.0
2006,ROBERTSON,506,24.0,95.0,73.0
2005,ROBERTSON,529,21.0,94.0,70.0
2004,ROBERTSON,720,21.0,89.0,74.0
2003,ROBERTSON,650,20.0,87.0,57.0
2002,ROBERTSON,630,18.0,87.0,66.0
2001,ROBERTSON,314,17.0,89.0,64.0
2000,ROBERTSON,240,18.0,86.0,65.0
2006,WALKER,742,24.0,95.0,73.0
2005,WALKER,651,21.0,94.0,70.0
2004,WALKER,576,21.0,89.0,74.0
2002,WALKER,576,18.0,87.0,66.0
2001,WALKER,524,17.0,89.0,64.0
2000,WALKER,288,18.0,86.0,65.0
2018,CONCHO,417,15.0,95.0,51.0
2017,CONCHO,567,13.0,97.0,52.0
2016,CONCHO,539,11.0,98.0,44.0
2015,CONCHO,296,9.0,97.0,46.0
2014,CONCHO,471,15.0,99.0,49.0
2013,CONCHO,393,14.0,95.0,49.0
2012,CONCHO,309,25.0,95.0,64.0
2010,CONCHO,372,15.0,93.0,73.0
2009,CONCHO,329,19.0,93.0,74.0
2008,CONCHO,344,21.0,94.0,56.0
2007,CONCHO,569,20.0,95.0,55.0
2006,CONCHO,335,24.0,95.0,73.0
2005,CONCHO,517,21.0,94.0,70.0
2004,CONCHO,439,21.0,89.0,74.0
2003,CONCHO,217,20.0,87.0,57.0
2002,CONCHO,276,18.0,87.0,66.0
2001,CONCHO,186,17.0,89.0,64.0
2000,CONCHO,55,18.0,86.0,65.0
2006,IRION,240,24.0,95.0,73.0
2000,IRION,180,18.0,86.0,65.0
2006,MCCULLOCH,135,24.0,95.0,73.0
2004,MCCULLOCH,458,21.0,89.0,74.0
2003,MCCULLOCH,288,20.0,87.0,57.0
2002,MCCULLOCH,295,18.0,87.0,66.0
2001,MCCULLOCH,165,17.0,89.0,64.0
2000,MCCULLOCH,112,18.0,86.0,65.0
2017,REAGAN,376,13.0,97.0,52.0
2016,REAGAN,334,11.0,98.0,44.0
2014,REAGAN,248,15.0,99.0,49.0
2012,REAGAN,214,25.0,95.0,64.0
2010,REAGAN,333,15.0,93.0,73.0
2009,REAGAN,285,19.0,93.0,74.0
2007,REAGAN,720,20.0,95.0,55.0
2005,REAGAN,650,21.0,94.0,70.0
2004,REAGAN,384,21.0,89.0,74.0
2003,REAGAN,243,20.0,87.0,57.0
2002,REAGAN,137,18.0,87.0,66.0
2001,REAGAN,320,17.0,89.0,64.0
2000,REAGAN,165,18.0,86.0,65.0
2007,SCHLEICHER,823,20.0,95.0,55.0
2006,SCHLEICHER,480,24.0,95.0,73.0
2005,SCHLEICHER,604,21.0,94.0,70.0
2004,SCHLEICHER,465,21.0,89.0,74.0
2002,SCHLEICHER,258,18.0,87.0,66.0
2001,SCHLEICHER,392,17.0,89.0,64.0
2000,SCHLEICHER,55,18.0,86.0,65.0
2018,TOM GREEN,407,15.0,95.0,51.0
2017,TOM GREEN,638,13.0,97.0,52.0
2016,TOM GREEN,608,11.0,98.0,44.0
2015,TOM GREEN,305,9.0,97.0,46.0
2014,TOM GREEN,511,15.0,99.0,49.0
2013,TOM GREEN,362,14.0,95.0,49.0
2012,TOM GREEN,273,25.0,95.0,64.0
2011,TOM GREEN,251,14.0,94.0,65.0
2010,TOM GREEN,342,15.0,93.0,73.0
2009,TOM GREEN,299,19.0,93.0,74.0
2008,TOM GREEN,343,21.0,94.0,56.0
2007,TOM GREEN,836,20.0,95.0,55.0
2006,TOM GREEN,183,24.0,95.0,73.0
2005,TOM GREEN,535,21.0,94.0,70.0
2004,TOM GREEN,490,21.0,89.0,74.0
2003,TOM GREEN,305,20.0,87.0,57.0
2002,TOM GREEN,225,18.0,87.0,66.0
2001,TOM GREEN,259,17.0,89.0,64.0
2000,TOM GREEN,56,18.0,86.0,65.0
2017,UPTON,320,13.0,97.0,52.0
2016,UPTON,353,11.0,98.0,44.0
2015,UPTON,244,9.0,97.0,46.0
2012,UPTON,214,25.0,95.0,64.0
2010,UPTON,398,15.0,93.0,73.0
2007,UPTON,988,20.0,95.0,55.0
2006,UPTON,288,24.0,95.0,73.0
2005,UPTON,543,21.0,94.0,70.0
2004,UPTON,460,21.0,89.0,74.0
2003,UPTON,282,20.0,87.0,57.0
2002,UPTON,141,18.0,87.0,66.0
2001,UPTON,240,17.0,89.0,64.0
2000,UPTON,85,18.0,86.0,65.0
2018,UVALDE,900,15.0,95.0,51.0
2017,UVALDE,834,13.0,97.0,52.0
2012,UVALDE,213,25.0,95.0,64.0
2010,UVALDE,600,15.0,93.0,73.0
2005,UVALDE,480,21.0,94.0,70.0
2000,UVALDE,104,18.0,86.0,65.0
2014,AUSTIN,1121,15.0,99.0,49.0
2013,AUSTIN,657,14.0,95.0,49.0
2012,AUSTIN,1300,25.0,95.0,64.0
2010,AUSTIN,1097,15.0,93.0,73.0
2007,AUSTIN,655,20.0,95.0,55.0
2006,AUSTIN,313,24.0,95.0,73.0
2005,AUSTIN,683,21.0,94.0,70.0
2003,AUSTIN,667,20.0,87.0,57.0
2002,AUSTIN,867,18.0,87.0,66.0
2001,AUSTIN,628,17.0,89.0,64.0
2000,AUSTIN,500,18.0,86.0,65.0
2011,BEE,540,14.0,94.0,65.0
2010,BEE,887,15.0,93.0,73.0
2006,BEE,480,24.0,95.0,73.0
2005,BEE,567,21.0,94.0,70.0
2004,BEE,781,21.0,89.0,74.0
2003,BEE,693,20.0,87.0,57.0
2002,BEE,583,18.0,87.0,66.0
2001,BEE,431,17.0,89.0,64.0
2000,BEE,480,18.0,86.0,65.0
2017,BURLESON,1126,13.0,97.0,52.0
2013,BURLESON,810,14.0,95.0,49.0
2012,BURLESON,1218,25.0,95.0,64.0
2011,BURLESON,235,14.0,94.0,65.0
2010,BURLESON,540,15.0,93.0,73.0
2009,BURLESON,240,19.0,93.0,74.0
2007,BURLESON,1038,20.0,95.0,55.0
2006,BURLESON,668,24.0,95.0,73.0
2005,BURLESON,909,21.0,94.0,70.0
2004,BURLESON,815,21.0,89.0,74.0
2003,BURLESON,570,20.0,87.0,57.0
2002,BURLESON,840,18.0,87.0,66.0
2001,BURLESON,387,17.0,89.0,64.0
2000,BURLESON,471,18.0,86.0,65.0
2018,CALDWELL,505,15.0,95.0,51.0
2017,CALDWELL,547,13.0,97.0,52.0
2015,CALDWELL,454,9.0,97.0,46.0
2012,CALDWELL,545,25.0,95.0,64.0
2010,CALDWELL,819,15.0,93.0,73.0
2009,CALDWELL,240,19.0,93.0,74.0
2007,CALDWELL,672,20.0,95.0,55.0
2006,CALDWELL,465,24.0,95.0,73.0
2005,CALDWELL,684,21.0,94.0,70.0
2004,CALDWELL,589,21.0,89.0,74.0
2003,CALDWELL,591,20.0,87.0,57.0
2002,CALDWELL,503,18.0,87.0,66.0
2001,CALDWELL,449,17.0,89.0,64.0
2000,CALDWELL,375,18.0,86.0,65.0
2012,COLORADO,1362,25.0,95.0,64.0
2010,COLORADO,660,15.0,93.0,73.0
2007,COLORADO,889,20.0,95.0,55.0
2006,COLORADO,1027,24.0,95.0,73.0
2005,COLORADO,562,21.0,94.0,70.0
2004,COLORADO,733,21.0,89.0,74.0
2003,COLORADO,1080,20.0,87.0,57.0
2002,COLORADO,884,18.0,87.0,66.0
2001,COLORADO,644,17.0,89.0,64.0
2010,DE WITT,672,15.0,93.0,73.0
2006,DE WITT,640,24.0,95.0,73.0
2005,GOLIAD,480,21.0,94.0,70.0
2004,GOLIAD,669,21.0,89.0,74.0
2003,GOLIAD,800,20.0,87.0,57.0
2002,GOLIAD,617,18.0,87.0,66.0
2001,GOLIAD,480,17.0,89.0,64.0
2000,GOLIAD,720,18.0,86.0,65.0
2015,GUADALUPE,576,9.0,97.0,46.0
2013,GUADALUPE,686,14.0,95.0,49.0
2012,GUADALUPE,700,25.0,95.0,64.0
2011,GUADALUPE,356,14.0,94.0,65.0
2010,GUADALUPE,823,15.0,93.0,73.0
2006,GUADALUPE,340,24.0,95.0,73.0
2006,HAYS,581,24.0,95.0,73.0
2005,HAYS,480,21.0,94.0,70.0
2004,HAYS,812,21.0,89.0,74.0
2007,KARNES,847,20.0,95.0,55.0
2004,KARNES,760,21.0,89.0,74.0
2002,KARNES,576,18.0,87.0,66.0
2001,KARNES,480,17.0,89.0,64.0
2018,MEDINA,906,15.0,95.0,51.0
2017,MEDINA,1259,13.0,97.0,52.0
2015,MEDINA,699,9.0,97.0,46.0
2014,MEDINA,645,15.0,99.0,49.0
2013,MEDINA,511,14.0,95.0,49.0
2012,MEDINA,557,25.0,95.0,64.0
2010,MEDINA,714,15.0,93.0,73.0
2007,MEDINA,923,20.0,95.0,55.0
2006,MEDINA,300,24.0,95.0,73.0
2005,MEDINA,555,21.0,94.0,70.0
2004,MEDINA,1105,21.0,89.0,74.0
2003,MEDINA,960,20.0,87.0,57.0
2017,TRAVIS,582,13.0,97.0,52.0
2011,TRAVIS,177,14.0,94.0,65.0
2010,TRAVIS,630,15.0,93.0,73.0
2009,TRAVIS,274,19.0,93.0,74.0
2007,TRAVIS,640,20.0,95.0,55.0
2006,TRAVIS,625,24.0,95.0,73.0
2005,TRAVIS,522,21.0,94.0,70.0
2004,TRAVIS,565,21.0,89.0,74.0
2003,TRAVIS,418,20.0,87.0,57.0
2002,TRAVIS,570,18.0,87.0,66.0
2001,TRAVIS,294,17.0,89.0,64.0
2000,TRAVIS,324,18.0,86.0,65.0
2014,WASHINGTON,864,15.0,99.0,49.0
2012,WASHINGTON,979,25.0,95.0,64.0
2005,WILSON,1131,21.0,94.0,70.0
2012,KLEBERG,474,25.0,95.0,64.0
2007,KLEBERG,1132,20.0,95.0,55.0
2006,KLEBERG,920,24.0,95.0,73.0
2005,KLEBERG,453,21.0,94.0,70.0
2002,KLEBERG,475,18.0,87.0,66.0
2001,KLEBERG,427,17.0,89.0,64.0
2000,KLEBERG,787,18.0,86.0,65.0
2011,NUECES,651,14.0,94.0,65.0
2007,NUECES,917,20.0,95.0,55.0
2003,NUECES,841,20.0,87.0,57.0
2002,NUECES,598,18.0,87.0,66.0
2001,NUECES,570,17.0,89.0,64.0
2000,NUECES,771,18.0,86.0,65.0
2018,REFUGIO,839,15.0,95.0,51.0
2005,REFUGIO,627,21.0,94.0,70.0
2004,REFUGIO,734,21.0,89.0,74.0
2003,REFUGIO,566,20.0,87.0,57.0
2002,REFUGIO,592,18.0,87.0,66.0
2001,REFUGIO,875,17.0,89.0,64.0
2000,REFUGIO,750,18.0,86.0,65.0
2009,SAN PATRICIO,216,19.0,93.0,74.0
2007,SAN PATRICIO,885,20.0,95.0,55.0
2006,SAN PATRICIO,719,24.0,95.0,73.0
2005,SAN PATRICIO,624,21.0,94.0,70.0
2004,SAN PATRICIO,839,21.0,89.0,74.0
2003,SAN PATRICIO,852,20.0,87.0,57.0
2002,SAN PATRICIO,667,18.0,87.0,66.0
2001,SAN PATRICIO,591,17.0,89.0,64.0
2000,SAN PATRICIO,884,18.0,86.0,65.0
2006,BRAZORIA,907,24.0,95.0,73.0
2005,BRAZORIA,492,21.0,94.0,70.0
2004,BRAZORIA,733,21.0,89.0,74.0
2003,BRAZORIA,554,20.0,87.0,57.0
2002,BRAZORIA,674,18.0,87.0,66.0
2001,BRAZORIA,692,17.0,89.0,64.0
2000,BRAZORIA,711,18.0,86.0,65.0
2010,CALHOUN,908,15.0,93.0,73.0
2009,CALHOUN,514,19.0,93.0,74.0
2007,CALHOUN,644,20.0,95.0,55.0
2006,CALHOUN,612,24.0,95.0,73.0
2005,CALHOUN,710,21.0,94.0,70.0
2004,CALHOUN,726,21.0,89.0,74.0
2003,CALHOUN,553,20.0,87.0,57.0
2002,CALHOUN,665,18.0,87.0,66.0
2001,CALHOUN,683,17.0,89.0,64.0
2012,FORT BEND,1262,25.0,95.0,64.0
2011,FORT BEND,511,14.0,94.0,65.0
2010,FORT BEND,764,15.0,93.0,73.0
2009,FORT BEND,422,19.0,93.0,74.0
2015,JACKSON,693,9.0,97.0,46.0
2012,JACKSON,1125,25.0,95.0,64.0
2010,JACKSON,960,15.0,93.0,73.0
2009,JACKSON,363,19.0,93.0,74.0
2007,JACKSON,600,20.0,95.0,55.0
2006,JACKSON,780,24.0,95.0,73.0
2004,JACKSON,649,21.0,89.0,74.0
2001,JACKSON,738,17.0,89.0,64.0
2000,JACKSON,486,18.0,86.0,65.0
2015,MATAGORDA,641,9.0,97.0,46.0
2012,MATAGORDA,1042,25.0,95.0,64.0
2010,MATAGORDA,536,15.0,93.0,73.0
2009,MATAGORDA,619,19.0,93.0,74.0
2007,MATAGORDA,571,20.0,95.0,55.0
2006,MATAGORDA,821,24.0,95.0,73.0
2005,MATAGORDA,623,21.0,94.0,70.0
2004,MATAGORDA,702,21.0,89.0,74.0
2003,MATAGORDA,543,20.0,87.0,57.0
2000,MATAGORDA,721,18.0,86.0,65.0
2007,VICTORIA,514,20.0,95.0,55.0
2002,VICTORIA,501,18.0,87.0,66.0
2001,VICTORIA,605,17.0,89.0,64.0
2000,VICTORIA,722,18.0,86.0,65.0
2018,WHARTON,995,15.0,95.0,51.0
2014,WHARTON,1075,15.0,99.0,49.0
2011,WHARTON,586,14.0,94.0,65.0
2010,WHARTON,747,15.0,93.0,73.0
2009,WHARTON,545,19.0,93.0,74.0
2006,WHARTON,940,24.0,95.0,73.0
2005,WHARTON,620,21.0,94.0,70.0
2003,WHARTON,532,20.0,87.0,57.0
2002,WHARTON,818,18.0,87.0,66.0
2001,WHARTON,783,17.0,89.0,64.0
2000,WHARTON,533,18.0,86.0,65.0
2005,ATASCOSA,400,21.0,94.0,70.0
2001,DUVAL,480,17.0,89.0,64.0
2000,DUVAL,343,18.0,86.0,65.0
2004,FRIO,768,21.0,89.0,74.0
2011,JIM WELLS,613,14.0,94.0,65.0
2008,JIM WELLS,315,21.0,94.0,56.0
2007,JIM WELLS,907,20.0,95.0,55.0
2005,JIM WELLS,459,21.0,94.0,70.0
2002,JIM WELLS,619,18.0,87.0,66.0
2018,CAMERON,616,15.0,95.0,51.0
2017,CAMERON,654,13.0,97.0,52.0
2016,CAMERON,984,11.0,98.0,44.0
2014,CAMERON,660,15.0,99.0,49.0
2013,CAMERON,567,14.0,95.0,49.0
2012,CAMERON,588,25.0,95.0,64.0
2011,CAMERON,465,14.0,94.0,65.0
2010,CAMERON,644,15.0,93.0,73.0
2009,CAMERON,311,19.0,93.0,74.0
2007,CAMERON,623,20.0,95.0,55.0
2006,CAMERON,366,24.0,95.0,73.0
2005,CAMERON,313,21.0,94.0,70.0
2004,CAMERON,625,21.0,89.0,74.0
2003,CAMERON,495,20.0,87.0,57.0
2002,CAMERON,300,18.0,87.0,66.0
2001,CAMERON,247,17.0,89.0,64.0
2000,CAMERON,683,18.0,86.0,65.0
2018,HIDALGO,514,15.0,95.0,51.0
2017,HIDALGO,731,13.0,97.0,52.0
2015,HIDALGO,678,9.0,97.0,46.0
2012,HIDALGO,460,25.0,95.0,64.0
2010,HIDALGO,800,15.0,93.0,73.0
2007,HIDALGO,331,20.0,95.0,55.0
2004,HIDALGO,786,21.0,89.0,74.0
2002,HIDALGO,286,18.0,87.0,66.0
2001,HIDALGO,282,17.0,89.0,64.0
2000,HIDALGO,558,18.0,86.0,65.0
2006,STARR,0,24.0,95.0,73.0
2004,STARR,794,21.0,89.0,74.0
2002,STARR,300,18.0,87.0,66.0
2014,WILLACY,773,15.0,99.0,49.0
2010,WILLACY,801,15.0,93.0,73.0
2007,WILLACY,593,20.0,95.0,55.0
2005,WILLACY,393,21.0,94.0,70.0
2004,WILLACY,838,21.0,89.0,74.0
2003,WILLACY,592,20.0,87.0,57.0
2002,WILLACY,336,18.0,87.0,66.0
2001,WILLACY,202,17.0,89.0,64.0
2000,WILLACY,621,18.0,86.0,65.0
