Year,County,Yield_Value,Yield_Unit,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_July,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2008,LUBBOCK,56.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,LUBBOCK,57.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,LUBBOCK,37.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,LUBBOCK,51.4,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,LUBBOCK,43.6,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,LUBBOCK,43.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,LUBBOCK,38.1,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,LUBBOCK,31.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,LUBBOCK,38.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,LYNN,50.0,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2021,LYNN,66.9,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2019,LYNN,46.7,BU / ACRE,65.0,65.0,100.0,100.0,43.0,80.0
2017,LYNN,38.0,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,LYNN,40.6,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,LYNN,50.7,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,LYNN,36.8,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,LYNN,36.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,LYNN,36.8,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,LYNN,54.5,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,LYNN,29.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,LYNN,41.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,LYNN,44.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,LYNN,35.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,LYNN,27.8,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,LYNN,41.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,LYNN,35.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,LYNN,21.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,LYNN,29.9,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,LYNN,34.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2015,MARTIN,31.4,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2013,MARTIN,23.2,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2009,MARTIN,33.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,MARTIN,33.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,MARTIN,35.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,MARTIN,49.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2004,MARTIN,37.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2002,MARTIN,34.2,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MARTIN,25.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MARTIN,24.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2008,MIDLAND,22.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2004,MIDLAND,31.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,MIDLAND,22.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,MIDLAND,31.4,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MIDLAND,25.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MIDLAND,20.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2016,TERRY,30.7,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2014,TERRY,25.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,TERRY,33.7,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,TERRY,24.4,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,TERRY,56.5,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,TERRY,24.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,TERRY,39.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,TERRY,46.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,TERRY,23.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,TERRY,42.1,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,TERRY,42.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,TERRY,28.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,TERRY,24.2,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,TERRY,37.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,TERRY,26.4,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2015,YOAKUM,41.9,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2013,YOAKUM,32.8,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2010,YOAKUM,42.4,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,YOAKUM,23.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,YOAKUM,37.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,YOAKUM,67.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,YOAKUM,21.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,YOAKUM,60.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,YOAKUM,40.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,YOAKUM,31.9,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,YOAKUM,25.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,YOAKUM,25.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,YOAKUM,19.1,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2013,OTHER (COMBINED) COUNTIES,48.3,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,47.5,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,OTHER (COMBINED) COUNTIES,56.8,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,OTHER (COMBINED) COUNTIES,21.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,OTHER (COMBINED) COUNTIES,27.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,OTHER (COMBINED) COUNTIES,49.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,26.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,OTHER (COMBINED) COUNTIES,53.7,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,OTHER (COMBINED) COUNTIES,27.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,28.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,OTHER (COMBINED) COUNTIES,46.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,OTHER (COMBINED) COUNTIES,45.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,OTHER (COMBINED) COUNTIES,42.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2013,BORDEN,36.6,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2009,BORDEN,27.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2002,BORDEN,28.2,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,BORDEN,44.5,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BORDEN,44.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2009,CHILDRESS,29.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,CHILDRESS,37.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2003,CHILDRESS,22.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,CHILDRESS,51.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,CHILDRESS,50.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,CHILDRESS,50.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2009,COLLINGSWORTH,46.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,COLLINGSWORTH,47.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2003,COLLINGSWORTH,40.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,COLLINGSWORTH,53.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,COLLINGSWORTH,63.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,COLLINGSWORTH,69.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2007,COTTLE,21.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2001,COTTLE,45.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2005,DICKENS,52.9,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2003,DICKENS,36.1,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,DICKENS,44.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,DICKENS,43.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,DICKENS,51.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2013,DONLEY,66.0,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2009,DONLEY,42.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2006,DONLEY,18.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,DONLEY,48.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,DONLEY,36.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,DONLEY,29.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,DONLEY,45.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,DONLEY,51.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,DONLEY,64.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,FOARD,17.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,FOARD,34.5,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,FOARD,40.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,FOARD,23.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,FOARD,55.7,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,FOARD,44.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,FOARD,45.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2002,GARZA,53.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,GARZA,45.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2003,HALL,19.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HALL,48.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2003,HARDEMAN,35.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HARDEMAN,42.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,HARDEMAN,46.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HARDEMAN,51.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2003,KENT,25.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,KENT,23.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,KENT,43.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,KENT,44.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2008,MOTLEY,38.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2003,MOTLEY,30.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,MOTLEY,37.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MOTLEY,50.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2009,WHEELER,59.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,WHEELER,37.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,WHEELER,53.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,WHEELER,45.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,WHEELER,47.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,WHEELER,33.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,WHEELER,29.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,WHEELER,32.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,WHEELER,43.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,WHEELER,43.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2021,WICHITA,45.9,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2010,WICHITA,62.3,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2007,WICHITA,51.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,WICHITA,17.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,WICHITA,27.4,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,WICHITA,22.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,WICHITA,16.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,WICHITA,40.6,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,WICHITA,42.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2010,WILBARGER,69.5,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,WILBARGER,41.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,WILBARGER,52.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,WILBARGER,17.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,WILBARGER,35.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,WILBARGER,32.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,WILBARGER,25.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,WILBARGER,43.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,WILBARGER,38.3,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,WILBARGER,42.1,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2017,OTHER (COMBINED) COUNTIES,39.1,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,OTHER (COMBINED) COUNTIES,31.3,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,OTHER (COMBINED) COUNTIES,40.8,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,OTHER (COMBINED) COUNTIES,43.2,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,OTHER (COMBINED) COUNTIES,34.1,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,OTHER (COMBINED) COUNTIES,27.2,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,OTHER (COMBINED) COUNTIES,57.8,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,OTHER (COMBINED) COUNTIES,31.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,OTHER (COMBINED) COUNTIES,28.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,OTHER (COMBINED) COUNTIES,54.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,OTHER (COMBINED) COUNTIES,18.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2004,OTHER (COMBINED) COUNTIES,41.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,OTHER (COMBINED) COUNTIES,29.6,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2007,BAYLOR,25.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,BAYLOR,58.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,BAYLOR,21.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2002,BAYLOR,50.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,BAYLOR,32.2,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,BAYLOR,45.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2017,COLEMAN,54.5,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2015,COLEMAN,20.6,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2013,COLEMAN,30.0,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,COLEMAN,29.2,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,COLEMAN,27.6,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2007,COLEMAN,44.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,COLEMAN,25.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,COLEMAN,18.8,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,COLEMAN,23.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,COLEMAN,42.8,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,COLEMAN,25.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,COLEMAN,22.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,COLEMAN,29.7,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2016,FISHER,50.0,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2010,FISHER,33.6,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2006,FISHER,20.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,FISHER,25.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,FISHER,26.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,FISHER,35.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,FISHER,34.5,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,FISHER,26.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,FISHER,33.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2015,HASKELL,25.2,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2012,HASKELL,38.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,HASKELL,35.1,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2008,HASKELL,40.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,HASKELL,40.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,HASKELL,20.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,HASKELL,41.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,HASKELL,45.2,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,HASKELL,36.1,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,HASKELL,48.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,HASKELL,30.1,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,HASKELL,31.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,JONES,30.0,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2017,JONES,36.7,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2015,JONES,42.5,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2012,JONES,46.0,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,JONES,30.0,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2008,JONES,20.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,JONES,38.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,JONES,25.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,JONES,30.2,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,JONES,37.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,JONES,25.5,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,JONES,38.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,JONES,56.6,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,JONES,25.1,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2006,KNOX,0.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,KNOX,31.6,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,KNOX,25.7,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,KNOX,32.0,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,KNOX,42.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,KNOX,34.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,KNOX,41.9,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2009,MITCHELL,0.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2007,MITCHELL,41.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,MITCHELL,40.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,MITCHELL,25.0,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,MITCHELL,28.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,MITCHELL,18.4,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,MITCHELL,30.0,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,MITCHELL,18.4,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,MITCHELL,28.6,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2015,NOLAN,27.5,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2012,NOLAN,27.4,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,NOLAN,34.5,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,NOLAN,21.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,NOLAN,35.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,NOLAN,54.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,NOLAN,28.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,NOLAN,39.8,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,NOLAN,37.3,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,NOLAN,23.3,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,NOLAN,28.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,NOLAN,32.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,NOLAN,27.8,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2025,RUNNELS,51.2,BU / ACRE,67.0,67.0,100.0,100.0,46.0,81.0
2024,RUNNELS,25.2,BU / ACRE,65.0,65.0,100.0,100.0,42.0,82.0
2021,RUNNELS,33.0,BU / ACRE,65.0,4.0,4.0,100.0,45.0,82.0
2020,RUNNELS,33.2,BU / ACRE,67.0,67.0,67.0,98.0,45.0,87.0
2017,RUNNELS,44.9,BU / ACRE,72.0,72.0,72.0,100.0,39.0,87.0
2016,RUNNELS,58.8,BU / ACRE,50.0,50.0,50.0,96.0,31.0,73.0
2015,RUNNELS,42.2,BU / ACRE,57.0,57.0,100.0,95.0,11.0,73.0
2014,RUNNELS,39.3,BU / ACRE,67.0,67.0,100.0,97.0,97.0,83.0
2013,RUNNELS,38.2,BU / ACRE,64.0,64.0,64.0,98.0,40.0,77.0
2012,RUNNELS,32.6,BU / ACRE,65.0,65.0,65.0,94.0,94.0,90.0
2010,RUNNELS,33.5,BU / ACRE,56.0,56.0,98.0,95.0,95.0,77.0
2009,RUNNELS,19.0,BU / ACRE,61.0,61.0,97.0,95.0,95.0,80.0
2008,RUNNELS,22.0,BU / ACRE,65.0,65.0,97.0,95.0,95.0,72.0
2007,RUNNELS,55.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,RUNNELS,19.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,RUNNELS,43.5,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,RUNNELS,47.4,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,RUNNELS,36.7,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,RUNNELS,31.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,RUNNELS,30.7,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,RUNNELS,29.3,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2007,SCURRY,44.0,BU / ACRE,62.0,62.0,98.0,94.0,94.0,72.0
2006,SCURRY,45.0,BU / ACRE,66.0,66.0,66.0,94.0,94.0,77.0
2005,SCURRY,36.3,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2004,SCURRY,17.9,BU / ACRE,50.0,50.0,92.0,91.0,91.0,74.0
2003,SCURRY,32.2,BU / ACRE,48.0,48.0,91.0,84.0,29.0,59.0
2002,SCURRY,27.9,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,SCURRY,17.8,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,SCURRY,29.5,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
2005,STONEWALL,35.7,BU / ACRE,47.0,47.0,94.0,89.0,89.0,60.0
2002,STONEWALL,27.3,BU / ACRE,46.0,46.0,46.0,93.0,35.0,61.0
2001,STONEWALL,24.0,BU / ACRE,42.0,42.0,42.0,92.0,92.0,67.0
2000,STONEWALL,29.0,BU / ACRE,46.0,46.0,46.0,95.0,95.0,70.0
