Year,County,Yield_Bu_Acre,PCT_PLANTED_April,PCT_PLANTED_February,PCT_PLANTED_June,PCT_PLANTED_March,PCT_PLANTED_May
2018,WILSON,78.5,70.0,70.0,96.0,43.0,90.0
2017,WILSON,116.4,71.0,71.0,100.0,45.0,96.0
2016,WILSON,111.9,52.0,52.0,99.0,38.0,93.0
2015,WILSON,101.4,56.0,2.0,100.0,20.0,83.0
2014,WILSON,105.5,64.0,64.0,100.0,100.0,97.0
2013,WILSON,92.2,69.0,69.0,98.0,98.0,95.0
2012,WILSON,104.6,70.0,70.0,70.0,70.0,95.0
2011,WILSON,69.0,66.0,66.0,100.0,100.0,98.0
2010,WILSON,97.6,61.0,61.0,61.0,61.0,97.0
2008,WILSON,68.0,66.0,66.0,99.0,99.0,97.0
2007,WILSON,100.0,70.0,70.0,70.0,70.0,98.0
2006,WILSON,86.0,80.0,80.0,80.0,80.0,99.0
2005,WILSON,64.6,72.0,72.0,72.0,72.0,95.0
2004,WILSON,75.5,70.0,70.0,70.0,70.0,98.0
2003,WILSON,51.3,73.0,73.0,100.0,100.0,99.0
2002,WILSON,50.8,75.0,75.0,100.0,100.0,99.0
2001,WILSON,51.3,69.0,69.0,69.0,69.0,98.0
2000,WILSON,103.9,80.0,80.0,80.0,80.0,97.0
2019,OTHER (COMBINED) COUNTIES,93.8,65.0,65.0,100.0,51.0,93.0
2018,OTHER (COMBINED) COUNTIES,67.1,70.0,70.0,96.0,43.0,90.0
2017,OTHER (COMBINED) COUNTIES,93.0,71.0,71.0,100.0,45.0,96.0
2016,OTHER (COMBINED) COUNTIES,75.6,52.0,52.0,99.0,38.0,93.0
2015,OTHER (COMBINED) COUNTIES,64.9,56.0,2.0,100.0,20.0,83.0
2014,OTHER (COMBINED) COUNTIES,49.2,64.0,64.0,100.0,100.0,97.0
2013,OTHER (COMBINED) COUNTIES,69.8,69.0,69.0,98.0,98.0,95.0
2012,OTHER (COMBINED) COUNTIES,56.0,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,77.3,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,99.9,61.0,61.0,61.0,61.0,97.0
2008,OTHER (COMBINED) COUNTIES,62.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,94.0,70.0,70.0,70.0,70.0,98.0
2003,OTHER (COMBINED) COUNTIES,50.0,73.0,73.0,100.0,100.0,99.0
2000,OTHER (COMBINED) COUNTIES,70.0,80.0,80.0,80.0,80.0,97.0
2025,KLEBERG,77.9,74.0,74.0,97.0,55.0,93.0
2020,KLEBERG,49.8,67.0,67.0,98.0,50.0,96.0
2018,KLEBERG,62.0,70.0,70.0,96.0,43.0,90.0
2017,KLEBERG,88.7,71.0,71.0,100.0,45.0,96.0
2005,KLEBERG,60.0,72.0,72.0,72.0,72.0,95.0
2002,KLEBERG,19.3,75.0,75.0,100.0,100.0,99.0
2000,KLEBERG,64.6,80.0,80.0,80.0,80.0,97.0
2023,NUECES,89.4,74.0,5.0,100.0,52.0,92.0
2021,NUECES,74.7,66.0,3.0,3.0,50.0,95.0
2020,NUECES,81.8,67.0,67.0,98.0,50.0,96.0
2019,NUECES,99.9,65.0,65.0,100.0,51.0,93.0
2017,NUECES,87.7,71.0,71.0,100.0,45.0,96.0
2016,NUECES,92.1,52.0,52.0,99.0,38.0,93.0
2015,NUECES,62.5,56.0,2.0,100.0,20.0,83.0
2014,NUECES,56.6,64.0,64.0,100.0,100.0,97.0
2013,NUECES,35.5,69.0,69.0,98.0,98.0,95.0
2011,NUECES,43.8,66.0,66.0,100.0,100.0,98.0
2010,NUECES,84.0,61.0,61.0,61.0,61.0,97.0
2008,NUECES,39.0,66.0,66.0,99.0,99.0,97.0
2007,NUECES,88.0,70.0,70.0,70.0,70.0,98.0
2006,NUECES,69.0,80.0,80.0,80.0,80.0,99.0
2005,NUECES,50.7,72.0,72.0,72.0,72.0,95.0
2004,NUECES,90.8,70.0,70.0,70.0,70.0,98.0
2003,NUECES,60.3,73.0,73.0,100.0,100.0,99.0
2002,NUECES,42.0,75.0,75.0,100.0,100.0,99.0
2001,NUECES,57.2,69.0,69.0,69.0,69.0,98.0
2000,NUECES,53.5,80.0,80.0,80.0,80.0,97.0
2024,REFUGIO,99.4,71.0,3.0,100.0,57.0,92.0
2020,REFUGIO,108.7,67.0,67.0,98.0,50.0,96.0
2006,REFUGIO,44.0,80.0,80.0,80.0,80.0,99.0
2005,REFUGIO,74.3,72.0,72.0,72.0,72.0,95.0
2004,REFUGIO,56.7,70.0,70.0,70.0,70.0,98.0
2003,REFUGIO,48.1,73.0,73.0,100.0,100.0,99.0
2002,REFUGIO,59.3,75.0,75.0,100.0,100.0,99.0
2001,REFUGIO,92.2,69.0,69.0,69.0,69.0,98.0
2000,REFUGIO,75.5,80.0,80.0,80.0,80.0,97.0
2025,SAN PATRICIO,81.4,74.0,74.0,97.0,55.0,93.0
2024,SAN PATRICIO,59.3,71.0,3.0,100.0,57.0,92.0
2023,SAN PATRICIO,104.1,74.0,5.0,100.0,52.0,92.0
2022,SAN PATRICIO,34.9,69.0,5.0,99.0,51.0,94.0
2021,SAN PATRICIO,89.6,66.0,3.0,3.0,50.0,95.0
2020,SAN PATRICIO,75.2,67.0,67.0,98.0,50.0,96.0
2018,SAN PATRICIO,70.1,70.0,70.0,96.0,43.0,90.0
2017,SAN PATRICIO,92.2,71.0,71.0,100.0,45.0,96.0
2016,SAN PATRICIO,100.1,52.0,52.0,99.0,38.0,93.0
2015,SAN PATRICIO,83.5,56.0,2.0,100.0,20.0,83.0
2014,SAN PATRICIO,81.7,64.0,64.0,100.0,100.0,97.0
2013,SAN PATRICIO,41.3,69.0,69.0,98.0,98.0,95.0
2012,SAN PATRICIO,64.3,70.0,70.0,70.0,70.0,95.0
2011,SAN PATRICIO,61.8,66.0,66.0,100.0,100.0,98.0
2010,SAN PATRICIO,100.1,61.0,61.0,61.0,61.0,97.0
2007,SAN PATRICIO,118.0,70.0,70.0,70.0,70.0,98.0
2006,SAN PATRICIO,74.0,80.0,80.0,80.0,80.0,99.0
2005,SAN PATRICIO,77.9,72.0,72.0,72.0,72.0,95.0
2004,SAN PATRICIO,82.2,70.0,70.0,70.0,70.0,98.0
2003,SAN PATRICIO,59.7,73.0,73.0,100.0,100.0,99.0
2002,SAN PATRICIO,33.0,75.0,75.0,100.0,100.0,99.0
2001,SAN PATRICIO,53.6,69.0,69.0,69.0,69.0,98.0
2000,SAN PATRICIO,76.0,80.0,80.0,80.0,80.0,97.0
2019,OTHER (COMBINED) COUNTIES,132.3,65.0,65.0,100.0,51.0,93.0
2018,OTHER (COMBINED) COUNTIES,91.7,70.0,70.0,96.0,43.0,90.0
2017,OTHER (COMBINED) COUNTIES,109.6,71.0,71.0,100.0,45.0,96.0
2016,OTHER (COMBINED) COUNTIES,96.4,52.0,52.0,99.0,38.0,93.0
2015,OTHER (COMBINED) COUNTIES,89.4,56.0,2.0,100.0,20.0,83.0
2014,OTHER (COMBINED) COUNTIES,114.3,64.0,64.0,100.0,100.0,97.0
2013,OTHER (COMBINED) COUNTIES,99.3,69.0,69.0,98.0,98.0,95.0
2012,OTHER (COMBINED) COUNTIES,90.4,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,11.1,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,118.4,61.0,61.0,61.0,61.0,97.0
2009,OTHER (COMBINED) COUNTIES,58.5,74.0,74.0,100.0,100.0,98.0
2008,OTHER (COMBINED) COUNTIES,87.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,106.0,70.0,70.0,70.0,70.0,98.0
2004,OTHER (COMBINED) COUNTIES,0.0,70.0,70.0,70.0,70.0,98.0
2003,OTHER (COMBINED) COUNTIES,57.5,73.0,73.0,100.0,100.0,99.0
2001,OTHER (COMBINED) COUNTIES,105.0,69.0,69.0,69.0,69.0,98.0
2016,BRAZORIA,84.1,52.0,52.0,99.0,38.0,93.0
2012,BRAZORIA,118.8,70.0,70.0,70.0,70.0,95.0
2011,BRAZORIA,43.0,66.0,66.0,100.0,100.0,98.0
2006,BRAZORIA,75.0,80.0,80.0,80.0,80.0,99.0
2005,BRAZORIA,98.5,72.0,72.0,72.0,72.0,95.0
2004,BRAZORIA,96.2,70.0,70.0,70.0,70.0,98.0
2003,BRAZORIA,67.6,73.0,73.0,100.0,100.0,99.0
2002,BRAZORIA,29.6,75.0,75.0,100.0,100.0,99.0
2001,BRAZORIA,100.0,69.0,69.0,69.0,69.0,98.0
2000,BRAZORIA,134.7,80.0,80.0,80.0,80.0,97.0
2024,CALHOUN,112.3,71.0,3.0,100.0,57.0,92.0
2023,CALHOUN,131.3,74.0,5.0,100.0,52.0,92.0
2022,CALHOUN,76.2,69.0,5.0,99.0,51.0,94.0
2020,CALHOUN,118.2,67.0,67.0,98.0,50.0,96.0
2019,CALHOUN,114.1,65.0,65.0,100.0,51.0,93.0
2018,CALHOUN,88.8,70.0,70.0,96.0,43.0,90.0
2017,CALHOUN,115.6,71.0,71.0,100.0,45.0,96.0
2016,CALHOUN,119.2,52.0,52.0,99.0,38.0,93.0
2015,CALHOUN,72.5,56.0,2.0,100.0,20.0,83.0
2014,CALHOUN,77.8,64.0,64.0,100.0,100.0,97.0
2013,CALHOUN,88.3,69.0,69.0,98.0,98.0,95.0
2012,CALHOUN,73.7,70.0,70.0,70.0,70.0,95.0
2011,CALHOUN,51.7,66.0,66.0,100.0,100.0,98.0
2010,CALHOUN,109.5,61.0,61.0,61.0,61.0,97.0
2009,CALHOUN,44.2,74.0,74.0,100.0,100.0,98.0
2008,CALHOUN,76.0,66.0,66.0,99.0,99.0,97.0
2007,CALHOUN,87.0,70.0,70.0,70.0,70.0,98.0
2006,CALHOUN,85.0,80.0,80.0,80.0,80.0,99.0
2005,CALHOUN,118.5,72.0,72.0,72.0,72.0,95.0
2004,CALHOUN,95.0,70.0,70.0,70.0,70.0,98.0
2003,CALHOUN,65.4,73.0,73.0,100.0,100.0,99.0
2002,CALHOUN,56.1,75.0,75.0,100.0,100.0,99.0
2001,CALHOUN,100.0,69.0,69.0,69.0,69.0,98.0
2000,CALHOUN,100.4,80.0,80.0,80.0,80.0,97.0
2002,CHAMBERS,90.0,75.0,75.0,100.0,100.0,99.0
2000,CHAMBERS,49.3,80.0,80.0,80.0,80.0,97.0
2025,FORT BEND,144.5,74.0,74.0,97.0,55.0,93.0
2024,FORT BEND,109.2,71.0,3.0,100.0,57.0,92.0
2023,FORT BEND,114.5,74.0,5.0,100.0,52.0,92.0
2022,FORT BEND,72.7,69.0,5.0,99.0,51.0,94.0
2021,FORT BEND,131.6,66.0,3.0,3.0,50.0,95.0
2020,FORT BEND,158.1,67.0,67.0,98.0,50.0,96.0
2018,FORT BEND,93.3,70.0,70.0,96.0,43.0,90.0
2017,FORT BEND,118.1,71.0,71.0,100.0,45.0,96.0
2016,FORT BEND,105.4,52.0,52.0,99.0,38.0,93.0
2014,FORT BEND,127.7,64.0,64.0,100.0,100.0,97.0
2013,FORT BEND,97.1,69.0,69.0,98.0,98.0,95.0
2012,FORT BEND,102.1,70.0,70.0,70.0,70.0,95.0
2011,FORT BEND,39.4,66.0,66.0,100.0,100.0,98.0
2010,FORT BEND,104.9,61.0,61.0,61.0,61.0,97.0
2009,FORT BEND,53.4,74.0,74.0,100.0,100.0,98.0
2008,FORT BEND,64.0,66.0,66.0,99.0,99.0,97.0
2007,FORT BEND,120.0,70.0,70.0,70.0,70.0,98.0
2006,FORT BEND,94.0,80.0,80.0,80.0,80.0,99.0
2005,FORT BEND,100.6,72.0,72.0,72.0,72.0,95.0
2004,FORT BEND,96.3,70.0,70.0,70.0,70.0,98.0
2003,FORT BEND,41.2,73.0,73.0,100.0,100.0,99.0
2002,FORT BEND,65.1,75.0,75.0,100.0,100.0,99.0
2001,FORT BEND,107.7,69.0,69.0,69.0,69.0,98.0
2000,FORT BEND,108.4,80.0,80.0,80.0,80.0,97.0
2007,HARRIS,134.0,70.0,70.0,70.0,70.0,98.0
2006,HARRIS,80.0,80.0,80.0,80.0,80.0,99.0
2005,HARRIS,58.4,72.0,72.0,72.0,72.0,95.0
2004,HARRIS,94.8,70.0,70.0,70.0,70.0,98.0
2003,HARRIS,62.1,73.0,73.0,100.0,100.0,99.0
2002,HARRIS,82.4,75.0,75.0,100.0,100.0,99.0
2001,HARRIS,113.5,69.0,69.0,69.0,69.0,98.0
2000,HARRIS,85.5,80.0,80.0,80.0,80.0,97.0
2025,JACKSON,117.0,74.0,74.0,97.0,55.0,93.0
2024,JACKSON,118.1,71.0,3.0,100.0,57.0,92.0
2023,JACKSON,114.1,74.0,5.0,100.0,52.0,92.0
2022,JACKSON,57.2,69.0,5.0,99.0,51.0,94.0
2021,JACKSON,116.2,66.0,3.0,3.0,50.0,95.0
2020,JACKSON,115.9,67.0,67.0,98.0,50.0,96.0
2019,JACKSON,110.6,65.0,65.0,100.0,51.0,93.0
2018,JACKSON,87.8,70.0,70.0,96.0,43.0,90.0
2017,JACKSON,107.9,71.0,71.0,100.0,45.0,96.0
2016,JACKSON,111.1,52.0,52.0,99.0,38.0,93.0
2015,JACKSON,83.1,56.0,2.0,100.0,20.0,83.0
2014,JACKSON,102.8,64.0,64.0,100.0,100.0,97.0
2013,JACKSON,77.1,69.0,69.0,98.0,98.0,95.0
2012,JACKSON,90.4,70.0,70.0,70.0,70.0,95.0
2011,JACKSON,47.9,66.0,66.0,100.0,100.0,98.0
2010,JACKSON,106.3,61.0,61.0,61.0,61.0,97.0
2009,JACKSON,45.3,74.0,74.0,100.0,100.0,98.0
2008,JACKSON,72.0,66.0,66.0,99.0,99.0,97.0
2007,JACKSON,114.0,70.0,70.0,70.0,70.0,98.0
2006,JACKSON,104.0,80.0,80.0,80.0,80.0,99.0
2005,JACKSON,96.3,72.0,72.0,72.0,72.0,95.0
2004,JACKSON,85.9,70.0,70.0,70.0,70.0,98.0
2003,JACKSON,49.7,73.0,73.0,100.0,100.0,99.0
2002,JACKSON,64.2,75.0,75.0,100.0,100.0,99.0
2001,JACKSON,81.8,69.0,69.0,69.0,69.0,98.0
2000,JACKSON,109.2,80.0,80.0,80.0,80.0,97.0
2002,JEFFERSON,90.0,75.0,75.0,100.0,100.0,99.0
2001,JEFFERSON,90.0,69.0,69.0,69.0,69.0,98.0
2000,JEFFERSON,21.0,80.0,80.0,80.0,80.0,97.0
2010,LIBERTY,57.5,61.0,61.0,61.0,61.0,97.0
2007,LIBERTY,53.0,70.0,70.0,70.0,70.0,98.0
2006,LIBERTY,80.0,80.0,80.0,80.0,80.0,99.0
2005,LIBERTY,60.6,72.0,72.0,72.0,72.0,95.0
2004,LIBERTY,42.2,70.0,70.0,70.0,70.0,98.0
2003,LIBERTY,65.7,73.0,73.0,100.0,100.0,99.0
2002,LIBERTY,57.5,75.0,75.0,100.0,100.0,99.0
2001,LIBERTY,68.1,69.0,69.0,69.0,69.0,98.0
2000,LIBERTY,46.3,80.0,80.0,80.0,80.0,97.0
2025,MATAGORDA,131.2,74.0,74.0,97.0,55.0,93.0
2024,MATAGORDA,104.0,71.0,3.0,100.0,57.0,92.0
2023,MATAGORDA,128.8,74.0,5.0,100.0,52.0,92.0
2022,MATAGORDA,89.8,69.0,5.0,99.0,51.0,94.0
2021,MATAGORDA,104.0,66.0,3.0,3.0,50.0,95.0
2020,MATAGORDA,113.9,67.0,67.0,98.0,50.0,96.0
2019,MATAGORDA,104.3,65.0,65.0,100.0,51.0,93.0
2018,MATAGORDA,90.7,70.0,70.0,96.0,43.0,90.0
2017,MATAGORDA,106.0,71.0,71.0,100.0,45.0,96.0
2016,MATAGORDA,107.4,52.0,52.0,99.0,38.0,93.0
2015,MATAGORDA,82.9,56.0,2.0,100.0,20.0,83.0
2014,MATAGORDA,107.4,64.0,64.0,100.0,100.0,97.0
2013,MATAGORDA,89.9,69.0,69.0,98.0,98.0,95.0
2012,MATAGORDA,104.6,70.0,70.0,70.0,70.0,95.0
2011,MATAGORDA,55.3,66.0,66.0,100.0,100.0,98.0
2010,MATAGORDA,105.4,61.0,61.0,61.0,61.0,97.0
2009,MATAGORDA,67.3,74.0,74.0,100.0,100.0,98.0
2008,MATAGORDA,75.0,66.0,66.0,99.0,99.0,97.0
2007,MATAGORDA,112.0,70.0,70.0,70.0,70.0,98.0
2006,MATAGORDA,121.0,80.0,80.0,80.0,80.0,99.0
2005,MATAGORDA,115.4,72.0,72.0,72.0,72.0,95.0
2004,MATAGORDA,93.1,70.0,70.0,70.0,70.0,98.0
2003,MATAGORDA,50.0,73.0,73.0,100.0,100.0,99.0
2002,MATAGORDA,32.5,75.0,75.0,100.0,100.0,99.0
2001,MATAGORDA,100.0,69.0,69.0,69.0,69.0,98.0
2000,MATAGORDA,99.7,80.0,80.0,80.0,80.0,97.0
2025,VICTORIA,138.4,74.0,74.0,97.0,55.0,93.0
2024,VICTORIA,103.1,71.0,3.0,100.0,57.0,92.0
2023,VICTORIA,117.4,74.0,5.0,100.0,52.0,92.0
2022,VICTORIA,74.3,69.0,5.0,99.0,51.0,94.0
2021,VICTORIA,99.6,66.0,3.0,3.0,50.0,95.0
2020,VICTORIA,91.2,67.0,67.0,98.0,50.0,96.0
2019,VICTORIA,114.8,65.0,65.0,100.0,51.0,93.0
2018,VICTORIA,92.2,70.0,70.0,96.0,43.0,90.0
2017,VICTORIA,112.7,71.0,71.0,100.0,45.0,96.0
2016,VICTORIA,110.7,52.0,52.0,99.0,38.0,93.0
2015,VICTORIA,73.5,56.0,2.0,100.0,20.0,83.0
2014,VICTORIA,102.6,64.0,64.0,100.0,100.0,97.0
2013,VICTORIA,80.8,69.0,69.0,98.0,98.0,95.0
2012,VICTORIA,88.5,70.0,70.0,70.0,70.0,95.0
2011,VICTORIA,62.4,66.0,66.0,100.0,100.0,98.0
2010,VICTORIA,110.2,61.0,61.0,61.0,61.0,97.0
2009,VICTORIA,55.0,74.0,74.0,100.0,100.0,98.0
2008,VICTORIA,83.0,66.0,66.0,99.0,99.0,97.0
2007,VICTORIA,105.0,70.0,70.0,70.0,70.0,98.0
2006,VICTORIA,79.0,80.0,80.0,80.0,80.0,99.0
2005,VICTORIA,90.9,72.0,72.0,72.0,72.0,95.0
2004,VICTORIA,78.4,70.0,70.0,70.0,70.0,98.0
2003,VICTORIA,55.6,73.0,73.0,100.0,100.0,99.0
2002,VICTORIA,69.7,75.0,75.0,100.0,100.0,99.0
2001,VICTORIA,110.5,69.0,69.0,69.0,69.0,98.0
2000,VICTORIA,110.7,80.0,80.0,80.0,80.0,97.0
2025,WHARTON,129.1,74.0,74.0,97.0,55.0,93.0
2024,WHARTON,133.0,71.0,3.0,100.0,57.0,92.0
2023,WHARTON,131.4,74.0,5.0,100.0,52.0,92.0
2022,WHARTON,77.4,69.0,5.0,99.0,51.0,94.0
2021,WHARTON,138.1,66.0,3.0,3.0,50.0,95.0
2020,WHARTON,139.1,67.0,67.0,98.0,50.0,96.0
2019,WHARTON,120.1,65.0,65.0,100.0,51.0,93.0
2018,WHARTON,94.1,70.0,70.0,96.0,43.0,90.0
2017,WHARTON,120.0,71.0,71.0,100.0,45.0,96.0
2016,WHARTON,123.1,52.0,52.0,99.0,38.0,93.0
2015,WHARTON,103.3,56.0,2.0,100.0,20.0,83.0
2014,WHARTON,120.1,64.0,64.0,100.0,100.0,97.0
2013,WHARTON,94.7,69.0,69.0,98.0,98.0,95.0
2012,WHARTON,101.5,70.0,70.0,70.0,70.0,95.0
2011,WHARTON,48.3,66.0,66.0,100.0,100.0,98.0
2010,WHARTON,107.6,61.0,61.0,61.0,61.0,97.0
2009,WHARTON,60.6,74.0,74.0,100.0,100.0,98.0
2008,WHARTON,82.0,66.0,66.0,99.0,99.0,97.0
2007,WHARTON,132.0,70.0,70.0,70.0,70.0,98.0
2006,WHARTON,108.0,80.0,80.0,80.0,80.0,99.0
2005,WHARTON,111.5,72.0,72.0,72.0,72.0,95.0
2004,WHARTON,100.8,70.0,70.0,70.0,70.0,98.0
2003,WHARTON,74.8,73.0,73.0,100.0,100.0,99.0
2002,WHARTON,83.0,75.0,75.0,100.0,100.0,99.0
2001,WHARTON,120.3,69.0,69.0,69.0,69.0,98.0
2000,WHARTON,121.1,80.0,80.0,80.0,80.0,97.0
2018,OTHER (COMBINED) COUNTIES,71.1,70.0,70.0,96.0,43.0,90.0
2017,OTHER (COMBINED) COUNTIES,100.0,71.0,71.0,100.0,45.0,96.0
2016,OTHER (COMBINED) COUNTIES,103.5,52.0,52.0,99.0,38.0,93.0
2015,OTHER (COMBINED) COUNTIES,105.5,56.0,2.0,100.0,20.0,83.0
2014,OTHER (COMBINED) COUNTIES,84.3,64.0,64.0,100.0,100.0,97.0
2013,OTHER (COMBINED) COUNTIES,119.1,69.0,69.0,98.0,98.0,95.0
2012,OTHER (COMBINED) COUNTIES,33.1,70.0,70.0,70.0,70.0,95.0
2011,OTHER (COMBINED) COUNTIES,81.1,66.0,66.0,100.0,100.0,98.0
2010,OTHER (COMBINED) COUNTIES,72.1,61.0,61.0,61.0,61.0,97.0
2009,OTHER (COMBINED) COUNTIES,42.3,74.0,74.0,100.0,100.0,98.0
2008,OTHER (COMBINED) COUNTIES,75.0,66.0,66.0,99.0,99.0,97.0
2007,OTHER (COMBINED) COUNTIES,137.0,70.0,70.0,70.0,70.0,98.0
2006,OTHER (COMBINED) COUNTIES,70.0,80.0,80.0,80.0,80.0,99.0
2005,OTHER (COMBINED) COUNTIES,110.0,72.0,72.0,72.0,72.0,95.0
2004,OTHER (COMBINED) COUNTIES,80.9,70.0,70.0,70.0,70.0,98.0
2003,OTHER (COMBINED) COUNTIES,96.7,73.0,73.0,100.0,100.0,99.0
2002,OTHER (COMBINED) COUNTIES,93.3,75.0,75.0,100.0,100.0,99.0
2001,OTHER (COMBINED) COUNTIES,71.3,69.0,69.0,69.0,69.0,98.0
2000,OTHER (COMBINED) COUNTIES,84.5,80.0,80.0,80.0,80.0,97.0
2023,ATASCOSA,130.6,74.0,5.0,100.0,52.0,92.0
2020,ATASCOSA,68.2,67.0,67.0,98.0,50.0,96.0
2018,ATASCOSA,90.7,70.0,70.0,96.0,43.0,90.0
2015,ATASCOSA,60.9,56.0,2.0,100.0,20.0,83.0
2014,ATASCOSA,87.7,64.0,64.0,100.0,100.0,97.0
2013,ATASCOSA,83.9,69.0,69.0,98.0,98.0,95.0
2012,ATASCOSA,74.8,70.0,70.0,70.0,70.0,95.0
2007,ATASCOSA,93.0,70.0,70.0,70.0,70.0,98.0
2005,ATASCOSA,95.5,72.0,72.0,72.0,72.0,95.0
2004,ATASCOSA,92.6,70.0,70.0,70.0,70.0,98.0
2003,ATASCOSA,83.6,73.0,73.0,100.0,100.0,99.0
2002,ATASCOSA,72.7,75.0,75.0,100.0,100.0,99.0
2001,ATASCOSA,93.9,69.0,69.0,69.0,69.0,98.0
2000,ATASCOSA,94.2,80.0,80.0,80.0,80.0,97.0
2000,BROOKS,76.2,80.0,80.0,80.0,80.0,97.0
2003,DIMMIT,87.5,73.0,73.0,100.0,100.0,99.0
2002,DUVAL,37.5,75.0,75.0,100.0,100.0,99.0
2000,DUVAL,42.4,80.0,80.0,80.0,80.0,97.0
2024,FRIO,134.8,71.0,3.0,100.0,57.0,92.0
2021,FRIO,147.7,66.0,3.0,3.0,50.0,95.0
2020,FRIO,143.7,67.0,67.0,98.0,50.0,96.0
2018,FRIO,111.8,70.0,70.0,96.0,43.0,90.0
2017,FRIO,150.0,71.0,71.0,100.0,45.0,96.0
2016,FRIO,151.2,52.0,52.0,99.0,38.0,93.0
2014,FRIO,151.3,64.0,64.0,100.0,100.0,97.0
2013,FRIO,134.9,69.0,69.0,98.0,98.0,95.0
2012,FRIO,141.9,70.0,70.0,70.0,70.0,95.0
2011,FRIO,144.0,66.0,66.0,100.0,100.0,98.0
2010,FRIO,144.8,61.0,61.0,61.0,61.0,97.0
2009,FRIO,111.7,74.0,74.0,100.0,100.0,98.0
2007,FRIO,135.0,70.0,70.0,70.0,70.0,98.0
2006,FRIO,87.0,80.0,80.0,80.0,80.0,99.0
2005,FRIO,138.4,72.0,72.0,72.0,72.0,95.0
2004,FRIO,98.2,70.0,70.0,70.0,70.0,98.0
2003,FRIO,94.2,73.0,73.0,100.0,100.0,99.0
2002,FRIO,99.3,75.0,75.0,100.0,100.0,99.0
2001,FRIO,120.0,69.0,69.0,69.0,69.0,98.0
2000,FRIO,116.5,80.0,80.0,80.0,80.0,97.0
2022,JIM WELLS,116.1,69.0,5.0,99.0,51.0,94.0
2016,JIM WELLS,67.6,52.0,52.0,99.0,38.0,93.0
2015,JIM WELLS,81.1,56.0,2.0,100.0,20.0,83.0
2014,JIM WELLS,38.8,64.0,64.0,100.0,100.0,97.0
2012,JIM WELLS,33.1,70.0,70.0,70.0,70.0,95.0
2011,JIM WELLS,26.2,66.0,66.0,100.0,100.0,98.0
2010,JIM WELLS,89.3,61.0,61.0,61.0,61.0,97.0
2007,JIM WELLS,85.0,70.0,70.0,70.0,70.0,98.0
2006,JIM WELLS,70.0,80.0,80.0,80.0,80.0,99.0
2005,JIM WELLS,58.6,72.0,72.0,72.0,72.0,95.0
2004,JIM WELLS,74.1,70.0,70.0,70.0,70.0,98.0
2003,JIM WELLS,40.0,73.0,73.0,100.0,100.0,99.0
2002,JIM WELLS,30.5,75.0,75.0,100.0,100.0,99.0
2001,JIM WELLS,34.6,69.0,69.0,69.0,69.0,98.0
2000,JIM WELLS,30.1,80.0,80.0,80.0,80.0,97.0
2016,LIVE OAK,77.0,52.0,52.0,99.0,38.0,93.0
2014,LIVE OAK,54.8,64.0,64.0,100.0,100.0,97.0
2013,LIVE OAK,55.0,69.0,69.0,98.0,98.0,95.0
2011,LIVE OAK,47.7,66.0,66.0,100.0,100.0,98.0
2010,LIVE OAK,85.6,61.0,61.0,61.0,61.0,97.0
2007,LIVE OAK,101.0,70.0,70.0,70.0,70.0,98.0
2006,LIVE OAK,70.0,80.0,80.0,80.0,80.0,99.0
2005,LIVE OAK,67.1,72.0,72.0,72.0,72.0,95.0
2004,LIVE OAK,87.4,70.0,70.0,70.0,70.0,98.0
2003,LIVE OAK,28.7,73.0,73.0,100.0,100.0,99.0
2002,LIVE OAK,24.0,75.0,75.0,100.0,100.0,99.0
2001,LIVE OAK,42.7,69.0,69.0,69.0,69.0,98.0
2000,LIVE OAK,49.3,80.0,80.0,80.0,80.0,97.0
2020,ZAVALA,152.6,67.0,67.0,98.0,50.0,96.0
2018,ZAVALA,110.4,70.0,70.0,96.0,43.0,90.0
2014,ZAVALA,109.3,64.0,64.0,100.0,100.0,97.0
2012,ZAVALA,147.0,70.0,70.0,70.0,70.0,95.0
2011,ZAVALA,116.8,66.0,66.0,100.0,100.0,98.0
2010,ZAVALA,149.2,61.0,61.0,61.0,61.0,97.0
2009,ZAVALA,115.4,74.0,74.0,100.0,100.0,98.0
2006,ZAVALA,72.0,80.0,80.0,80.0,80.0,99.0
2005,ZAVALA,98.6,72.0,72.0,72.0,72.0,95.0
2004,ZAVALA,132.1,70.0,70.0,70.0,70.0,98.0
2003,ZAVALA,95.0,73.0,73.0,100.0,100.0,99.0
2002,ZAVALA,83.9,75.0,75.0,100.0,100.0,99.0
2001,ZAVALA,95.4,69.0,69.0,69.0,69.0,98.0
2000,ZAVALA,68.0,80.0,80.0,80.0,80.0,97.0
2019,OTHER (COMBINED) COUNTIES,84.0,65.0,65.0,100.0,51.0,93.0
2018,OTHER (COMBINED) COUNTIES,74.7,70.0,70.0,96.0,43.0,90.0
2017,OTHER (COMBINED) COUNTIES,100.6,71.0,71.0,100.0,45.0,96.0
